# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 2.562908727905506209e-02 1.450876769275350895e-12 1.862423592523854505e-15 1.452739192867874750e-12
5.756976996632233792e-03 2.950921318203996238e-02 1.357051197232064086e-12 1.860698545664881068e-15 1.358911895777729061e-12
6.628556827950546522e-03 3.397677229554418865e-02 1.264821750235379794e-12 1.860181346360994050e-15 1.266681931581740739e-12
7.632089835876165913e-03 3.912069930505186061e-02 1.174148483786341475e-12 1.862527334559861764e-15 1.176011011120901434e-12
8.787553124273954006e-03 4.504339319827003335e-02 1.085042343964450541e-12 1.859145422260605054e-15 1.086901489386711123e-12
1.011794823862578740e-02 5.186275569854035400e-02 9.975720818836392810e-13 1.863703621189343529e-15 9.994357855048286719e-13
1.164975905257685865e-02 5.971453830769082871e-02 9.118703765717906320e-13 1.853047513137048628e-15 9.137234240849276368e-13
1.341347897639862813e-02 6.875504468037813011e-02 8.281383287390207403e-13 1.852503517800654400e-15 8.299908322568214373e-13
1.544421798238740720e-02 7.916424212547171213e-02 7.466473000603647074e-13 1.846986797946013522e-15 7.484942868583107276e-13
1.778240153111564081e-02 9.114934417443303072e-02 6.677369432403581847e-13 1.845081240678502194e-15 6.695820244810366763e-13
2.047457531190212399e-02 1.049489355340651187e-01 5.918082558944938708e-13 1.837320611566771567e-15 5.936455765060605954e-13
2.357433181728696772e-02 1.208377215381304937e-01 5.193106638822683963e-13 1.832746321232568268e-15 5.211434102035009390e-13
2.714337719661929355e-02 1.391319966440937583e-01 4.507225601627951581e-13 1.821518222449460826e-15 4.525440783852446217e-13
3.125275962636985677e-02 1.601959408351122938e-01 3.865254293279014112e-13 1.814182736487379219e-15 3.883396120643888046e-13
3.598428365005760382e-02 1.844488692683201037e-01 3.271726555914201189e-13 1.803139194459070284e-15 3.289757947858792030e-13
4.143213864273420644e-02 2.123735794865090065e-01 2.730552399418950033e-13 1.788624733283326847e-15 2.748438646751783285e-13
4.770477381749969187e-02 2.445259623592560827e-01 2.244677416440421467e-13 1.772143654611621463e-15 2.262398852986537697e-13
5.492705709937791003e-02 2.815460680763194889e-01 1.815785341834839914e-13 1.753140990357468715e-15 1.833316751738414619e-13
6.324276084276478360e-02 3.241708474815249152e-01 1.444086319695130443e-13 1.730484492521530822e-15 1.461391164620345740e-13
7.281742387506216774e-02 3.732488223859832810e-01 1.128226854760441166e-13 1.705033901835765418e-15 1.145277193778798788e-13
8.384164684055039896e-02 4.297569768992354766e-01 8.653422617616576157e-14 1.677655803580995520e-15 8.821188197974675906e-14
9.653488644416247100e-02 4.948202060302219207e-01 6.512508759693197182e-14 1.642607973527843016e-15 6.676769557045981030e-14
1.111498241263097070e-01 5.697337087169623837e-01 4.807659076088301024e-14 1.605272400253683776e-15 4.968186316113669343e-14
1.279773961349767730e-01 6.559887710579047626e-01 3.480813619203577382e-14 1.564423325786887846e-15 3.637255951782266226e-14
1.473525851275904741e-01 7.553024530058815023e-01 2.471779643553599715e-14 1.516725031553857194e-15 2.623452146708985494e-14
1.696610885947663627e-01 8.696517694909521312e-01 1.721960619589218952e-14 1.470869941323281615e-15 1.869047613721547232e-14
1.953469968527308254e-01 1.001313046407986684e+00 1.177341034034382314e-14 1.414953764378691730e-15 1.318836410472251546e-14
2.249216334484722968e-01 1.152907234919705370e+00 7.904960944473380516e-15 1.360752741766169216e-15 9.265713686239550323e-15
2.589737339615604816e-01 1.327452086136724052e+00 5.215918712671651001e-15 1.299309741525842622e-15 6.515228454197493623e-15
2.981811658297320866e-01 1.528422224804119045e+00 3.385029319585406487e-15 1.233118285912025681e-15 4.618147605497431971e-15
3.433244225021500617e-01 1.759818317867755999e+00 2.162725398420603814e-15 1.168893276223397786e-15 3.331618674644001797e-15
3.953021605453848064e-01 2.026246714843340957e+00 1.361703042444235683e-15 1.099836704185910674e-15 2.461539746630146554e-15
4.551490889957608421e-01 2.333011145370951223e+00 8.457787239778874621e-16 1.029034774035529001e-15 1.874813498013416660e-15
5.240565670773426055e-01 2.686218299357437722e+00 5.187780858130367019e-16 9.573814939207421545e-16 1.476159579733778758e-15
6.033963203196643921e-01 3.092899391466668924e+00 3.145653945202936762e-16 8.853716220065773957e-16 1.199937016526871121e-15
6.947477471865686205e-01 3.561150129914290030e+00 1.887503170652013925e-16 8.215035176104139965e-16 1.010253834675615364e-15
7.999293598030285946e-01 4.100291875894092719e+00 1.121857583270629533e-16 7.429347282895554592e-16 8.551204866166184618e-16
9.210349846633580917e-01 4.721057201800069159e+00 6.610970599496916490e-17 6.745697447101513823e-16 7.406794507051204979e-16
1.060475443960094966e+00 5.435803542109588271e+00 3.865889732176947299e-17 6.083132486067988934e-16 6.469721459285683171e-16
1.221026547274324692e+00 6.258759190027384456e+00 2.245137176911443573e-17 5.448801079448362696e-16 5.673314797139506745e-16
1.405884348987115340e+00 7.206306536889657721e+00 1.295896119941266685e-17 4.839014077888452436e-16 4.968603689882578688e-16
1.618728771408821432e+00 8.297308192710850960e+00 7.439235409482600767e-18 4.284153698734966512e-16 4.358546052829792289e-16
1.863796860157468815e+00 9.553482479880910816e+00 4.249980551656768347e-18 3.759253285806934200e-16 3.801753091323501852e-16
2.145967130064388773e+00 1.099983577488070630e+01 2.417629420840703594e-18 3.276384770718914119e-16 3.300561064927321001e-16
2.470856680661916105e+00 1.266516030454410746e+01 1.370110548288173208e-18 2.834371072664731659e-16 2.848072178147613145e-16
2.844933014509146041e+00 1.458260730638402691e+01 7.738922081756141119e-19 2.435116454578406565e-16 2.442855376660162571e-16
3.275642784297754240e+00 1.679034696275481764e+01 4.358518909667316573e-19 2.074700438055621743e-16 2.079058956965289119e-16
3.771560031677307023e+00 1.933232824601067534e+01 2.448421061099330402e-19 1.757088883961543479e-16 1.759537305022642855e-16
4.342556868756759947e+00 2.225915380072541438e+01 1.372332615670702923e-19 1.471785900054737971e-16 1.473158232670408730e-16
5.000000000000000888e+00 2.562908727905506723e+01 7.676798816759558510e-20 1.229831145748686191e-16 1.230598825630362167e-16
