# R[Mpc/h], R/R200c, rho1h, rho2h, (rho1h+rho2h) 
# rho in [g/cm3]
1.473525851275904741e-01 3.315749679471947653e-01 9.676441159432708944e-28 2.069592868266228358e-29 9.883400446259331276e-28
1.696610885947663627e-01 3.817738926262143062e-01 7.557801381519657848e-28 2.024980539951688063e-29 7.760299435514826850e-28
1.953469968527308254e-01 4.395727035527723370e-01 5.803457099788452162e-28 1.973277696288229914e-29 6.000784869417275546e-28
2.249216334484722968e-01 5.061219885401504470e-01 4.380233082199195439e-28 1.916801494188724633e-29 4.571913231618068238e-28
2.589737339615604816e-01 5.827465291030818895e-01 3.249372401641522841e-28 1.855545590088605627e-29 3.434926960650383207e-28
2.981811658297320866e-01 6.709716725827442607e-01 2.369366552834751118e-28 1.786770407175439717e-29 2.548043593552295118e-28
3.433244225021500617e-01 7.725536968901431933e-01 1.698630177254095656e-28 1.715871278004218848e-29 1.870217305054517596e-28
3.953021605453848064e-01 8.895147723319491995e-01 1.197742993513743022e-28 1.638808099065269765e-29 1.361623803420269943e-28
4.551490889957608421e-01 1.024183216495918813e+00 8.310873265480253093e-29 1.557055133186658916e-29 9.867928398666912289e-29
5.240565670773426055e-01 1.179239843540763166e+00 5.678274911182601456e-29 1.472319699736346086e-29 7.150594610918947823e-29
6.033963203196643921e-01 1.357771330555275213e+00 3.822801722749627505e-29 1.384850673149533587e-29 5.207652395899160532e-29
6.947477471865686205e-01 1.563331663338692223e+00 2.537950648099889211e-29 1.293121462730540906e-29 3.831072110830430398e-29
7.999293598030285946e-01 1.800012884789532031e+00 1.662967307154659878e-29 1.200931641549383316e-29 2.863898948704043053e-29
9.210349846633580917e-01 2.072526554274995103e+00 1.076367383502992142e-29 1.108458811613367632e-29 2.184826195116359634e-29
1.060475443960094966e+00 2.386297539574122606e+00 6.888058574939433139e-30 1.016037148791454718e-29 1.704843006285397892e-29
1.221026547274324692e+00 2.747572008489664874e+00 4.361890912624056995e-30 9.253899652204147409e-30 1.361579056482820370e-29
1.405884348987115340e+00 3.163541769893129185e+00 2.735706748892631097e-30 8.359817731732404909e-30 1.109552448062503566e-29
1.618728771408821432e+00 3.642487439431993934e+00 1.700764362525578071e-30 7.512602465200368359e-30 9.213366827725946430e-30
1.863796860157468815e+00 4.193943279866367391e+00 1.048928395678164029e-30 6.687105132797357542e-30 7.736033528475521746e-30
2.145967130064388773e+00 4.828886997474209686e+00 6.422486161538974963e-31 5.914701611928210393e-30 6.556950228082107977e-30
2.470856680661916105e+00 5.559958272759105036e+00 3.906826658559998300e-31 5.180750394689906472e-30 5.571433060545906127e-30
2.844933014509146041e+00 6.401710375701851419e+00 2.362626640882555638e-31 4.510573973870879263e-30 4.746836637959134827e-30
3.275642784297754240e+00 7.370899874403499474e+00 1.421282360985831068e-31 3.890457892430819085e-30 4.032586128529402433e-30
3.771560031677307023e+00 8.486820204284073910e+00 8.509859502250861083e-32 3.322280209295935900e-30 3.407378804318444303e-30
4.342556868756759947e+00 9.771685738123419895e+00 5.073904471677881948e-32 2.809178050553993818e-30 2.859917095270772571e-30
5.000000000000000888e+00 1.125107400253917689e+01 3.013982539187831496e-32 2.359571741775959035e-30 2.389711567167837470e-30
