# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 7.316525307797224278e-03 2.401562305562764635e-10 1.571304457894144178e-13 2.403133610020658739e-10
5.756976996632233792e-03 8.424213578453240009e-03 2.284421284805872076e-10 1.569578298353491478e-13 2.285990863104225502e-10
6.628556827950546522e-03 9.699600757174454274e-03 2.170485189995486381e-10 1.569537336291690339e-13 2.172054727331778066e-10
7.632089835876165913e-03 1.116807568711398850e-02 2.059498883195142639e-10 1.567786041834817899e-13 2.061066669236977533e-10
8.787553124273954006e-03 1.285887096547259217e-02 1.951216906637579773e-10 1.565327121763565897e-13 1.952782233759343419e-10
1.011794823862578740e-02 1.480564487017758772e-02 1.845405642239991973e-10 1.562226415894647248e-13 1.846967868655886622e-10
1.164975905257685865e-02 1.704715138758368387e-02 1.741846137973038636e-10 1.557614471311157334e-13 1.743403752444349785e-10
1.341347897639862813e-02 1.962801167928531626e-02 1.640337695559961687e-10 1.554858789065621575e-13 1.641892554349027378e-10
1.544421798238740720e-02 2.259960234545489374e-02 1.540702303034235048e-10 1.548107753666730922e-13 1.542250410787901880e-10
1.778240153111564081e-02 2.602107816716394198e-02 1.442789970197061056e-10 1.545541876534788863e-13 1.444335512073595751e-10
2.047457531190212399e-02 2.996054968718643227e-02 1.346484979061335285e-10 1.532263374397342838e-13 1.348017242435732599e-10
2.357433181728696772e-02 3.449643907111789309e-02 1.251712988121200370e-10 1.527528277001136319e-13 1.253240516398201510e-10
2.714337719661929355e-02 3.971904123963023586e-02 1.158448821694562960e-10 1.510770781559172416e-13 1.159959592476122127e-10
3.125275962636985677e-02 4.573232134896768053e-02 1.066724627700364212e-10 1.496937416205683419e-13 1.068221565116569912e-10
3.598428365005760382e-02 5.265598440172007677e-02 9.766378964354497695e-11 1.479584512139485086e-13 9.781174809475892591e-11
4.143213864273420644e-02 6.062785818714563901e-02 8.883586032443127543e-11 1.460499900181301016e-13 8.898191031444940442e-11
4.770477381749969187e-02 6.980663698769579151e-02 8.021344845137347402e-11 1.437475911129546622e-13 8.035719604248643040e-11
5.492705709937791003e-02 8.037504067008434394e-02 7.182932103065262648e-11 1.411866678357493865e-13 7.197050769848836978e-11
6.324276084276478360e-02 9.254345204821118331e-02 6.372400297424816592e-11 1.381679802401885224e-13 6.386217095448836040e-11
7.281742387506216774e-02 1.065541049260980561e-01 5.594494104616536871e-11 1.348561880762134526e-13 5.607979723424158191e-11
