# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
8.384164684055039896e-02 1.226859061912568549e-01 4.854493619258490173e-11 1.310012311359057231e-13 4.867593742372080721e-11
9.653488644416247100e-02 1.412599879508092127e-01 4.157976170550572860e-11 1.272472897329321969e-13 4.170700899523866059e-11
1.111498241263097070e-01 1.626461002354711305e-01 3.510497152119151837e-11 1.227512086596660287e-13 3.522772272985118208e-11
1.279773961349767730e-01 1.872699715295096656e-01 2.917202831051562308e-11 1.181084919660734603e-13 2.929013680248169492e-11
1.473525851275904741e-01 2.156217836510721519e-01 2.382403386868811557e-11 1.130539733485163683e-13 2.393708784203663300e-11
1.696610885947663627e-01 2.482659296904070612e-01 1.909149928230022027e-11 1.078273620852379368e-13 1.919932664438545952e-11
1.953469968527308254e-01 2.858522492550379934e-01 1.498871033420738218e-11 1.021899491430766688e-13 1.509090028335045937e-11
2.249216334484722968e-01 3.291289646793676971e-01 1.151127875359470630e-11 9.657041986239546991e-14 1.160784917345710216e-11
2.589737339615604816e-01 3.789575757169006409e-01 8.635383734777874662e-12 9.095345776679449272e-14 8.726337192544668549e-12
2.981811658297320866e-01 4.363300092203432068e-01 6.318987766451738083e-12 8.461024176624553103e-14 6.403598008217984005e-12
3.433244225021500617e-01 5.023883652043695802e-01 4.504984178239318889e-12 7.874839988348547449e-14 4.583732578122804490e-12
3.953021605453848064e-01 5.784476523714459084e-01 3.125872239578095770e-12 7.279352143192118883e-14 3.198665761010016807e-12
4.551490889957608421e-01 6.660219656916671616e-01 2.109257139645892508e-12 6.699201688851212793e-14 2.176249156534404586e-12
5.240565670773426055e-01 7.668546271477423293e-01 1.383327749863585313e-12 6.118424461237329945e-14 1.444511994475958637e-12
6.033963203196643921e-01 8.829528896501092072e-01 8.815213369690602386e-13 5.562632115104346104e-14 9.371476581201036617e-13
6.947477471865686205e-01 1.016627894965127510e+00 5.458213960030563039e-13 5.030989843878460673e-14 5.961312944418409043e-13
7.999293598030285946e-01 1.170540681089778268e+00 3.284725281138451364e-13 4.525048612308618529e-14 3.737230142369313280e-13
9.210349846633580917e-01 1.347755154931217669e+00 1.922283194161551880e-13 4.044150759951048572e-14 2.326698270156656863e-13
1.060475443960094966e+00 1.551799084806306572e+00 1.094847678236733726e-13 3.597479735925155838e-14 1.454595651829249436e-13
1.221026547274324692e+00 1.786734326924972471e+00 6.075088306498544498e-14 3.183864098980115658e-14 9.258952405478660156e-14
1.405884348987115340e+00 2.057237683840051012e+00 3.288057594020068135e-14 2.798726661122929212e-14 6.086784255142997347e-14
1.618728771408821432e+00 2.368694004494430239e+00 1.738213817960585749e-14 2.449325381991443647e-14 4.187539199952029396e-14
1.863796860157468815e+00 2.727303379187025367e+00 8.988328604233247823e-15 2.127796345205734067e-14 3.026629205629058849e-14
2.145967130064388773e+00 3.140204563363416135e+00 4.553342859838973992e-15 1.842927634903479341e-14 2.298261920887376583e-14
2.470856680661916105e+00 3.615617087200551527e+00 2.263256775906620689e-15 1.582331980785978502e-14 1.808657658376640649e-14
2.844933014509146041e+00 4.163004879928803526e+00 1.105514034687159414e-15 1.350728355430523897e-14 1.461279758899239739e-14
3.275642784297754240e+00 4.793264666123577378e+00 5.314752182350326691e-16 1.145553311570259386e-14 1.198700833393762624e-14
3.771560031677307023e+00 5.518942884328704501e+00 2.518420643263578398e-16 9.669007909678930544e-15 9.920849974005288483e-15
4.342556868756759947e+00 6.354485446161501905e+00 1.177897734938391920e-16 8.068097325349077243e-15 8.185887098842916090e-15
5.000000000000000888e+00 7.316525307797226318e+00 5.444935042595235048e-17 6.709181685643682478e-15 6.763631036069635069e-15
