# R[Mpc/h], R/R200c, rho1h, rho2h, (rho1h+rho2h) 
# rho in [g/cm3]
6.947477471865686205e-01 9.448962971613086737e+00 1.702393652391177289e-31 3.868521500834609878e-30 4.038760866073727628e-30
7.999293598030285946e-01 1.087949249392126205e+01 1.086610161359129786e-31 3.540568616514779132e-30 3.649229632650692199e-30
9.210349846633580917e-01 1.252659760450756643e+01 6.923930364201544331e-32 3.222395234069941130e-30 3.291634537711956639e-30
1.060475443960094966e+00 1.442306685104369990e+01 4.405624213125725354e-32 2.912918071286178829e-30 2.956974313417436071e-30
1.221026547274324692e+00 1.660665281646950220e+01 2.799836351179976120e-32 2.615854222031711202e-30 2.643852585543511002e-30
1.405884348987115340e+00 1.912082365109458593e+01 1.777497457232795768e-32 2.328674542097867829e-30 2.346449516670195658e-30
1.618728771408821432e+00 2.201562838320262117e+01 1.127470504219763471e-32 2.066878540327812750e-30 2.078153245370010507e-30
1.863796860157468815e+00 2.534869323370024219e+01 7.146274142515254009e-33 1.816467044406669211e-30 1.823613318549184355e-30
2.145967130064388773e+00 2.918636876821992132e+01 4.526703422902532560e-33 1.587878213890388750e-30 1.592404917313291416e-30
2.470856680661916105e+00 3.360505072277351246e+01 2.865856015787165267e-33 1.376156284480716206e-30 1.379022140496503387e-30
2.844933014509146041e+00 3.869270079633331250e+01 1.813561538236111257e-33 1.184038447123106897e-30 1.185852008661343000e-30
3.275642784297754240e+00 4.455059768441297763e+01 1.147218159853398209e-33 1.010257265993817001e-30 1.011404484153670476e-30
3.771560031677307023e+00 5.129535321107655932e+01 7.254726658917792767e-34 8.564341122256206991e-31 8.571595848915124547e-31
4.342556868756759947e+00 5.906123369405863599e+01 4.586474840273344039e-34 7.179785135264989092e-31 7.184371610105262214e-31
5.000000000000000888e+00 6.800283275388333948e+01 2.898932825495339519e-34 5.999351307365650597e-31 6.002250240191145732e-31
