# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 2.734715346874154115e-02 1.692699096677393126e-12 1.857162862488156304e-15 1.694556259539881333e-12
5.756976996632233792e-03 3.148738668858329370e-02 1.582519067389741341e-12 1.855091921367487209e-15 1.584374159311108902e-12
6.628556827950546522e-03 3.625443217004765267e-02 1.474190372950457293e-12 1.854504322300094039e-15 1.476044877272757317e-12
7.632089835876165913e-03 4.174318640578559420e-02 1.367670216220606988e-12 1.857290954095717777e-15 1.369527507174702800e-12
8.787553124273954006e-03 4.806291278084781626e-02 1.262976742718235847e-12 1.853280644866948249e-15 1.264830023363102856e-12
1.011794823862578740e-02 5.533941665409652239e-02 1.160197336793393404e-12 1.859385607735855239e-15 1.162056722401129303e-12
1.164975905257685865e-02 6.371754973693609381e-02 1.059495959654251075e-12 1.846041865409038555e-15 1.061342001519660176e-12
1.341347897639862813e-02 7.336409362346231477e-02 9.611185155486601753e-13 1.845504749092961464e-15 9.629640202977531395e-13
1.544421798238740720e-02 8.447107987380926553e-02 8.653950023611835947e-13 1.839009050771265414e-15 8.672340114119549004e-13
1.778240153111564081e-02 9.725961274284081193e-02 7.727370426386439791e-13 1.838206922367982261e-15 7.745752495610119590e-13
2.047457531190212399e-02 1.119842706523788423e-01 6.836293723769098374e-13 1.827843757298288908e-15 6.854572161342081216e-13
2.357433181728696772e-02 1.289381740260766851e-01 5.986140714197357637e-13 1.822668835541395541e-15 6.004367402552771766e-13
2.714337719661929355e-02 1.484588203711774967e-01 5.182668299411663747e-13 1.809749255756613858e-15 5.200765791969229641e-13
3.125275962636985677e-02 1.709348027648052437e-01 4.431654067602611764e-13 1.801430218429989036e-15 4.449668369786911418e-13
3.598428365005760382e-02 1.968135454881705104e-01 3.738516254679393606e-13 1.790366400810166262e-15 3.756419918687495474e-13
4.143213864273420644e-02 2.266102108002058801e-01 3.107896487050199546e-13 1.772148690912983092e-15 3.125617973959329551e-13
4.770477381749969187e-02 2.609179541557535287e-01 2.543246241954602406e-13 1.753382229785555557e-15 2.560780064252457813e-13
5.492705709937791003e-02 3.004197320166034912e-01 2.046467632226305322e-13 1.731966479377519584e-15 2.063787297020080470e-13
6.324276084276478360e-02 3.459018973108013983e-01 1.617661211264040036e-13 1.706507723202709614e-15 1.634726288496067195e-13
7.281742387506216774e-02 3.982698531819459653e-01 1.255025222731581293e-13 1.678034738146549519e-15 1.271805570113046810e-13
8.384164684055039896e-02 4.585660766441123082e-01 9.549316118171167116e-14 1.647707222863499230e-15 9.714086840457516428e-14
9.653488644416247100e-02 5.279908709352097995e-01 7.121769121631678394e-14 1.609220896035993852e-15 7.282691211235278036e-14
1.111498241263097070e-01 6.079262596811646491e-01 5.203766340789959254e-14 1.568372032171749368e-15 5.360603544007134349e-14
1.279773961349767730e-01 6.999634985266282028e-01 3.724473934848025113e-14 1.523039849954404452e-15 3.876777919843465775e-14
1.473525851275904741e-01 8.059347519000039650e-01 2.611082536322615866e-14 1.471213657681888477e-15 2.758203902090804812e-14
1.696610885947663627e-01 9.279495654949663219e-01 1.793348303636833359e-14 1.423431258087286146e-15 1.935691429445561974e-14
1.953469968527308254e-01 1.068436860517880227e+00 1.207153391220165165e-14 1.370551877034744839e-15 1.344208578923639590e-14
2.249216334484722968e-01 1.230193285671080661e+00 7.968170182934735556e-15 1.305912486151102776e-15 9.274082669085837740e-15
2.589737339615604816e-01 1.416438889403967893e+00 5.161403308872626268e-15 1.242560521138540191e-15 6.403963830011166459e-15
2.981811658297320866e-01 1.630881220686791089e+00 3.283703096176157222e-15 1.173617825850092017e-15 4.457320922026249436e-15
3.433244225021500617e-01 1.877789134346672162e+00 2.053844388572041322e-15 1.107911804122146278e-15 3.161756192694187402e-15
3.953021605453848064e-01 2.162077770191949355e+00 1.264251661323782831e-15 1.037960775056344456e-15 2.302212436380127484e-15
4.551490889957608421e-01 2.489406397584994934e+00 7.667226326912983573e-16 9.666245876114296391e-16 1.733347220302727898e-15
5.240565670773426055e-01 2.866291073233187436e+00 4.586360737669338960e-16 8.950557444262584762e-16 1.353691818193192372e-15
6.033963203196643921e-01 3.300234354851158791e+00 2.709002613708852191e-16 8.239580040480820842e-16 1.094858265418967303e-15
6.947477471865686205e-01 3.799874652874708936e+00 1.581753983069039576e-16 7.539226825442985255e-16 9.120980808512025324e-16
7.999293598030285946e-01 4.375158193337119528e+00 9.139397399646360698e-17 6.850653799151949389e-16 7.764593539116585212e-16
9.210349846633580917e-01 5.037537015133773721e+00 5.230996913462928649e-17 6.194057360701931783e-16 6.717157052048224894e-16
1.060475443960094966e+00 5.800196943161708418e+00 2.968610840962897061e-17 5.562713374094039798e-16 5.859574458190329874e-16
1.221026547274324692e+00 6.678320075543711987e+00 1.671897174815317310e-17 4.963003665405525895e-16 5.130193382887057194e-16
1.405884348987115340e+00 7.689387010210488427e+00 9.352109418358631431e-18 4.389192947116041081e-16 4.482714041299627719e-16
1.618728771408821432e+00 8.853524827196897817e+00 5.199718714339163612e-18 3.874193571509768835e-16 3.926190758653160487e-16
1.863796860157468815e+00 1.019390775385698511e+01 2.875528269879011997e-18 3.387230423628849841e-16 3.415985706327639987e-16
2.145967130064388773e+00 1.173721848894913755e+01 1.582675748405041652e-18 2.945171101161579233e-16 2.960997858645629644e-16
2.470856680661916105e+00 1.351417936906534756e+01 8.674509095936664350e-19 2.541437722647527887e-16 2.550112231743464573e-16
2.844933014509146041e+00 1.556016395121422669e+01 4.736891988788515314e-19 2.178367951011307512e-16 2.183104843000096035e-16
3.275642784297754240e+00 1.791590118619330951e+01 2.578287244076523725e-19 1.852234610724535149e-16 1.854812897968611658e-16
3.771560031677307023e+00 2.062828620057020856e+01 1.399363545315557141e-19 1.566476397958386289e-16 1.567875761503701930e-16
4.342556868756759947e+00 2.375131382732577023e+01 7.576068943078543597e-20 1.310035813859602557e-16 1.310793420753910296e-16
5.000000000000000888e+00 2.734715346874154918e+01 4.092666730106327110e-20 1.094451287675296953e-16 1.094860554348307565e-16
