# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
5.240565670773426055e-01 7.127466216906953589e-01 1.301240698893161272e-12 6.092080406487479858e-14 1.362161502958036020e-12
6.033963203196643921e-01 8.206531811001349652e-01 8.431891095115563470e-13 5.559593846304037109e-14 8.987850479745966928e-13
6.947477471865686205e-01 9.448962971613088513e-01 5.315428532399153053e-13 5.045314078918833145e-14 5.819959940291036368e-13
7.999293598030285946e-01 1.087949249392126339e+00 3.260741021624105056e-13 4.550872751164415996e-14 3.715828296740546655e-13
9.210349846633580917e-01 1.252659760450756776e+00 1.947560091848319786e-13 4.081590082393382797e-14 2.355719100087658192e-13
1.060475443960094966e+00 1.442306685104370212e+00 1.133438490144361997e-13 3.640846577644256047e-14 1.497523147908787665e-13
1.221026547274324692e+00 1.660665281646950264e+00 6.433768358424443532e-14 3.227724939660647081e-14 9.661493298085090613e-14
1.405884348987115340e+00 1.912082365109458948e+00 3.566137089119236694e-14 2.834654886132408419e-14 6.400791975251645428e-14
1.618728771408821432e+00 2.201562838320262561e+00 1.932684914862968454e-14 2.492302404959783803e-14 4.424987319822752257e-14
1.863796860157468815e+00 2.534869323370024574e+00 1.025565227092839984e-14 2.168540937615322392e-14 3.194106164708162219e-14
2.145967130064388773e+00 2.918636876821992576e+00 5.336304033264915841e-15 1.879067566095249854e-14 2.412697969421741438e-14
2.470856680661916105e+00 3.360505072277351957e+00 2.726719607858787284e-15 1.615795046230028104e-14 1.888467007015906990e-14
2.844933014509146041e+00 3.869270079633331694e+00 1.370278494003430961e-15 1.380298429049994940e-14 1.517326278450337918e-14
3.275642784297754240e+00 4.455059768441298473e+00 6.782319283852294614e-16 1.170883479211975732e-14 1.238706672050498708e-14
3.771560031677307023e+00 5.129535321107656642e+00 3.310997070702139845e-16 9.891172327469613204e-15 1.022227203453982743e-14
4.342556868756759947e+00 5.906123369405864132e+00 1.596361475790769407e-16 8.253759036097597804e-15 8.413395183676675460e-15
5.000000000000000888e+00 6.800283275388333770e+00 7.611002140116713676e-17 6.907473363131762402e-15 6.983583384532929613e-15
