# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 1.096785826183205997e-02 3.657281165599953016e-11 2.816648408768048246e-14 3.660097814008720886e-11
5.838993118688259529e-03 1.280824978351711649e-02 3.447455158638647036e-11 2.815338254854119136e-14 3.450270496893501364e-11
6.818768128017769353e-03 1.495745646967936750e-02 3.242960994585672416e-11 2.813933194916977053e-14 3.245774927780589104e-11
7.962948035485325690e-03 1.746729707990742411e-02 3.043289207386502578e-11 2.812619048837901578e-14 3.046101826435340802e-11
9.299119756734202866e-03 2.039828549033259608e-02 2.847977944055761873e-11 2.811719232717461896e-14 2.850789663288479243e-11
1.085949925388581157e-02 2.382108972221812226e-02 2.656625584784911752e-11 2.801910185077173565e-14 2.659427494969988809e-11
1.268170828316790913e-02 2.781823579353745121e-02 2.468906089913588215e-11 2.800360717855654034e-14 2.471706450631443979e-11
1.480968147972586656e-02 3.248609747450252605e-02 2.284587036487306897e-11 2.791024967720871384e-14 2.287378061455027726e-11
1.729472565001686016e-02 3.793721992133126247e-02 2.103549996365684012e-11 2.781118713217904792e-14 2.106331115078902014e-11
2.019675681200996942e-02 4.430303321256330584e-02 1.925812452077398163e-11 2.772148517051806707e-14 1.928584600594449952e-11
2.358574480902929024e-02 5.173702121303491719e-02 1.751549828141323272e-11 2.753468131462879769e-14 1.754303296272785990e-11
2.754340032781188788e-02 6.041842216886791211e-02 1.581115441496040375e-11 2.733598101865598724e-14 1.583849039597906022e-11
3.216514499587391773e-02 7.055655025720439233e-02 1.415055297228976637e-11 2.709829841334205464e-14 1.417765127070310873e-11
3.756241205850358728e-02 8.239584228603977212e-02 1.254113796404153513e-11 2.682033031235943411e-14 1.256795829435389528e-11
4.386533310618707243e-02 9.622175122334186703e-02 1.099225793423035444e-11 2.650437905167152324e-14 1.101876231328202527e-11
5.122587563119895132e-02 1.123676286522454215e-01 9.514903492201237564e-12 2.611741575629567156e-14 9.541020907957533822e-12
5.982150706187026185e-02 1.312227620927557681e-01 8.121223488063747010e-12 2.566079547091910974e-14 8.146884283534666354e-12
6.985947361676432543e-02 1.532417609749735232e-01 6.823802433534657154e-12 2.512486297050632372e-14 6.848927296505163159e-12
8.158179714469422639e-02 1.789555175657083774e-01 5.634717210095759617e-12 2.458846190060118936e-14 5.659305671996360554e-12
9.527111042761822468e-02 2.089840071234934649e-01 4.564439115956356195e-12 2.387296909889295564e-14 4.588312085055248977e-12
1.112574716393304325e-01 2.440512359019953170e-01 3.620700273647919841e-12 2.310119570394905026e-14 3.643801469351868936e-12
1.299263222609410018e-01 2.850026974078233577e-01 2.807487619303392942e-12 2.227655601549384898e-14 2.829764175318886848e-12
1.517277803236215528e-01 3.328257577943745660e-01 2.124345606931785867e-12 2.137392415162173716e-14 2.145719531083407724e-12
1.771874930446940555e-01 3.886734618967117583e-01 1.566144887569777838e-12 2.044731003947413165e-14 1.586592197609252004e-12
2.069193105211186157e-01 4.538923338863289358e-01 1.123403101794721629e-12 1.939079216428586482e-14 1.142793893959007545e-12
2.416400860513061855e-01 5.300548428375257970e-01 7.831367354957122630e-13 1.832280165994233896e-14 8.014595371556546019e-13
2.821869599305631415e-01 6.189973159711400497e-01 5.301079778336868136e-13 1.718018698232011582e-14 5.472881648160068947e-13
