# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 1.269342421716057427e-02 1.519209023135735019e-11 1.397508243890309309e-14 1.520606531379625318e-11
5.756976996632233792e-03 1.461515024533759088e-02 1.437110173995932693e-11 1.395949868291053542e-14 1.438506123864223707e-11
6.628556827950546522e-03 1.682781675294651308e-02 1.356785470626460600e-11 1.395507702147538535e-14 1.358180978328608159e-11
7.632089835876165913e-03 1.937547079005112055e-02 1.278081453546230088e-11 1.397604632355292800e-14 1.279479058178585429e-11
8.787553124273954006e-03 2.230882792744881896e-02 1.200862444604591988e-11 1.394586889366265491e-14 1.202257031493958293e-11
1.011794823862578740e-02 2.568628184002995363e-02 1.125014607525072240e-11 1.399180851538496169e-14 1.126413788376610802e-11
1.164975905257685865e-02 2.957506673641294853e-02 1.050450667260756480e-11 1.389139734368467044e-14 1.051839806995124961e-11
1.341347897639862813e-02 3.405259577507852020e-02 9.771152238391195527e-12 1.388735556310199289e-14 9.785039593954297096e-12
1.544421798238740720e-02 3.920800211054863149e-02 9.049905113992729975e-12 1.383847567142556551e-14 9.063743589664155263e-12
1.778240153111564081e-02 4.514391324686731904e-02 8.341023392362327859e-12 1.383243968460451213e-14 8.354855832046932401e-12
2.047457531190212399e-02 5.197849402003529296e-02 7.645258086392512381e-12 1.375445724746764957e-14 7.659012543639980688e-12
2.357433181728696772e-02 5.984779887858589914e-02 6.963902325747154899e-12 1.371551615100905246e-14 6.977617841898163617e-12
2.714337719661929355e-02 6.890848028861830399e-02 6.298825090243495682e-12 1.361829678688367305e-14 6.312443387030379563e-12
3.125275962636985677e-02 7.934090717889229205e-02 5.652480392113046916e-12 1.355569633605618263e-14 5.666036088449103037e-12
3.598428365005760382e-02 9.135275550416331602e-02 5.027881793126897733e-12 1.347244151417239162e-14 5.041354234641070481e-12
4.143213864273420644e-02 1.051831424032873830e-01 4.428532223237039396e-12 1.333535391523103461e-14 4.441867577152270789e-12
4.770477381749969187e-02 1.211073862498436710e-01 3.858300869659182287e-12 1.319413698340478205e-14 3.871495006642587227e-12
5.492705709937791003e-02 1.394424873525210717e-01 3.321242989442662548e-12 1.303298424689016501e-14 3.334275973689552751e-12
6.324276084276478360e-02 1.605534384083290300e-01 2.821365156665507154e-12 1.284140804023577406e-14 2.834206564705742870e-12
7.281742387506216774e-02 1.848604903293921686e-01 2.362347439651650316e-12 1.262714987177962693e-14 2.374974589523430140e-12
8.384164684055039896e-02 2.128475180824933866e-01 1.947244271943720446e-12 1.239893643137090469e-14 1.959643208375091164e-12
9.653488644416247100e-02 2.450716530782356128e-01 1.578195390347031312e-12 1.210932823327009451e-14 1.590304718580301450e-12
1.111498241263097070e-01 2.821743738596076967e-01 1.256184516878425698e-12 1.180194203060097619e-14 1.267986458909026712e-12
1.279773961349767730e-01 3.248942758697733191e-01 9.808837100729921841e-13 1.146081902172601672e-14 9.923445290947182907e-13
1.473525851275904741e-01 3.740817745039544673e-01 7.506136127980191138e-13 1.107082882531838770e-14 7.616844416233375094e-13
1.696610885947663627e-01 4.307160341357266775e-01 5.624341743199031918e-13 1.071126802052786289e-14 5.731454423404310547e-13
1.953469968527308254e-01 4.959244601200088476e-01 4.123593325598345824e-13 1.031335261716797018e-14 4.226726851770025353e-13
2.249216334484722968e-01 5.710051417956304443e-01 2.956673725898191919e-13 9.826943571068179631e-15 3.054943161608873857e-13
2.589737339615604816e-01 6.574526932552344771e-01 2.072619423488047155e-13 9.350222357436475278e-15 2.166121647062411798e-13
2.981811658297320866e-01 7.569880062888589833e-01 1.420316810761267138e-13 8.831431103488295406e-15 1.508631121796150155e-13
3.433244225021500617e-01 8.715925077862921588e-01 9.516091567311980223e-14 8.336995699395537273e-15 1.034979113725153332e-13
3.953021605453848064e-01 1.003547603552537026e+00 6.235811303443972746e-14 7.810616770747888739e-15 7.016872980518761305e-14
4.551490889957608421e-01 1.155480093735473002e+00 3.998808937045485428e-14 7.273814576090572318e-15 4.726190394654542502e-14
5.240565670773426055e-01 1.330414463940315262e+00 2.511274102627523558e-14 6.735261655519185857e-15 3.184800268179442301e-14
6.033963203196643921e-01 1.531833092978241551e+00 1.545874947073722275e-14 6.200253766295332321e-15 2.165900323703255349e-14
6.947477471865686205e-01 1.763745575791148656e+00 9.337224850198470115e-15 5.673240540142846702e-15 1.501046539034131524e-14
7.999293598030285946e-01 2.030768541548303663e+00 5.540034822114004575e-15 5.155091862824912850e-15 1.069512668493891743e-14
9.210349846633580917e-01 2.338217555835597761e+00 3.232765031077077131e-15 4.661005450600650933e-15 7.893770481677728459e-15
1.060475443960094966e+00 2.692212936413436619e+00 1.857518681012515691e-15 4.185921415787991313e-15 6.043440096800507398e-15
1.221026547274324692e+00 3.099801588993575052e+00 1.052259841424360243e-15 3.734642059108200539e-15 4.786901900532560979e-15
1.405884348987115340e+00 3.569097288392016232e+00 5.883959515440197947e-16 3.302851597733254460e-15 3.891247549277273959e-15
1.618728771408821432e+00 4.109442197603064173e+00 3.251500125370771684e-16 2.915316456068900271e-15 3.240466468605977292e-15
1.863796860157468815e+00 4.731592840118131527e+00 1.777680719633550636e-16 2.548878472960297176e-15 2.726646544923652141e-15
2.145967130064388773e+00 5.447934227597978740e+00 9.625898310869816071e-17 2.216230453815172375e-15 2.312489436923870363e-15
2.470856680661916105e+00 6.272726405489392754e+00 5.167469425427470769e-17 1.912422566955340409e-15 1.964097261209615061e-15
