# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 1.576297593361454530e-02 2.766704825779330509e-11 1.635777885676654902e-14 2.768340603665007233e-11
5.756976996632233792e-03 1.814941796965728951e-02 2.613359634404120529e-11 1.633980898727649967e-14 2.614993615302848124e-11
6.628556827950546522e-03 2.089715635071616798e-02 2.463140101206124088e-11 1.633938255919306511e-14 2.464774039462043530e-11
7.632089835876165913e-03 2.406088968122004068e-02 2.315774768313572545e-11 1.632115102723586883e-14 2.317406883416296213e-11
8.787553124273954006e-03 2.770359768265793013e-02 2.171030900715268169e-11 1.629555288770922502e-14 2.172660456004039111e-11
1.011794823862578740e-02 3.189779491660319627e-02 2.028723190406534721e-11 1.626327355403278065e-14 2.030349517761937981e-11
1.164975905257685865e-02 3.672697431563544390e-02 1.888723716776628392e-11 1.621526174497989313e-14 1.890345242951126452e-11
1.341347897639862813e-02 4.228726925820325278e-02 1.750972957836262420e-11 1.618657421689102333e-14 1.752591615257951377e-11
1.544421798238740720e-02 4.868936727397393804e-02 1.615491448324406451e-11 1.611629379252484866e-14 1.617103077703658860e-11
1.778240153111564081e-02 5.606071347536926291e-02 1.482391421807244679e-11 1.608958219599940258e-14 1.484000380026844550e-11
2.047457531190212399e-02 6.454804757849834373e-02 1.351887458345689379e-11 1.595134876808397931e-14 1.353482593222497722e-11
2.357433181728696772e-02 7.432032501738762564e-02 1.224304805275521715e-11 1.590205489910568695e-14 1.225895010765432351e-11
2.714337719661929355e-02 8.557208030146636057e-02 1.100083685442820236e-11 1.572760404506798194e-14 1.101656445847327005e-11
3.125275962636985677e-02 9.852729956990168014e-02 9.797776217064568125e-12 1.558359431470645113e-14 9.813359811379275276e-12
3.598428365005760382e-02 1.134438794328434807e-01 8.640436858779945928e-12 1.540294506763564902e-14 8.655839803847582037e-12
4.143213864273420644e-02 1.306187608607201067e-01 7.536227471573896910e-12 1.520426819097384640e-14 7.551431739764871063e-12
4.770477381749969187e-02 1.503938403207545904e-01 6.493083795387174614e-12 1.496458114660948892e-14 6.508048376533784093e-12
5.492705709937791003e-02 1.731627758323532051e-01 5.519041914564653079e-12 1.469798089337903411e-14 5.533739895458031782e-12
6.324276084276478360e-02 1.993788234279683380e-01 4.621709849779010316e-12 1.438372591957194423e-14 4.636093575698582232e-12
7.281742387506216774e-02 2.295638600180828492e-01 3.807672148633689580e-12 1.403895782853961419e-14 3.821711106462229092e-12
8.384164684055039896e-02 2.643187722764411829e-01 3.081883887172256757e-12 1.363764455780389844e-14 3.095521531730060808e-12
9.653488644416247100e-02 3.043354183547092306e-01 2.447128260189508956e-12 1.324684732558961118e-14 2.460375107515098698e-12
1.111498241263097070e-01 3.504104005457018833e-01 1.903619618565647274e-12 1.277879099475511011e-14 1.916398409560402541e-12
1.279773961349767730e-01 4.034609230644588540e-01 1.448825880518933334e-12 1.229546942975308052e-14 1.461121349948686438e-12
1.473525851275904741e-01 4.645430506244194735e-01 1.077558162400726668e-12 1.176927797552519814e-14 1.089327440376251887e-12
1.696610885947663627e-01 5.348727312780294785e-01 7.823338314644607606e-13 1.122517112986923677e-14 7.935590025943300463e-13
1.953469968527308254e-01 6.158500020186945534e-01 5.539703792721124322e-13 1.063829852367976909e-14 5.646086777957922123e-13
2.249216334484722968e-01 7.090868589995082960e-01 3.823240517852603821e-13 1.005328766349481803e-14 3.923773394487551969e-13
2.589737339615604816e-01 8.164393471748747633e-01 2.570616204385507775e-13 9.468544055436709340e-15 2.665301644939874979e-13
2.981811658297320866e-01 9.400445081662389679e-01 1.683537936042268133e-13 8.808195107424795841e-15 1.771619887116516123e-13
3.433244225021500617e-01 1.082362921864700844e+00 1.074041019806913814e-13 8.197958735155943431e-15 1.156020607158473122e-13
3.953021605453848064e-01 1.246227688636546871e+00 6.676899786961664640e-14 7.578036960351331163e-15 7.434703482996797756e-14
4.551490889957608421e-01 1.434900827209352636e+00 4.047012252197361020e-14 6.974081896895352286e-15 4.744420441886896407e-14
5.240565670773426055e-01 1.652138210938561835e+00 2.393569122825700356e-14 6.369474342539782400e-15 3.030516557079678438e-14
6.033963203196643921e-01 1.902264335126088834e+00 1.382736010392341855e-14 5.790876843967715271e-15 1.961823694789113461e-14
6.947477471865686205e-01 2.190258403766960793e+00 7.811126281004170490e-15 5.237420341000931716e-15 1.304854662200510299e-14
7.999293598030285946e-01 2.521853449433366201e+00 4.320376925693385038e-15 4.710719437241573760e-15 9.031096362934958799e-15
9.210349846633580917e-01 2.903650459453111399e+00 2.342895116579404806e-15 4.210089487260417655e-15 6.552984603839822460e-15
1.060475443960094966e+00 3.343249780266435600e+00 1.247436830907822896e-15 3.745090753502271982e-15 4.992527584410094877e-15
1.221026547274324692e+00 3.849402415797928967e+00 6.530366045597255636e-16 3.314503728380793807e-15 3.967540332940518976e-15
1.405884348987115340e+00 4.432184231705850408e+00 3.366073194739376039e-16 2.913563413709202809e-15 3.250170733183140511e-15
1.618728771408821432e+00 5.103196533353338893e+00 1.710705352941023726e-16 2.549825576169813539e-15 2.720896111463916010e-15
1.863796860157468815e+00 5.875797010361707429e+00 8.583563053358092209e-17 2.215103628851049512e-15 2.300939259384630520e-15
2.145967130064388773e+00 6.765365645106567349e+00 4.257417295819981871e-17 1.918546246675629971e-15 1.961120419633829827e-15
2.470856680661916105e+00 7.789610878536901595e+00 2.089886695648200563e-17 1.647257887524566957e-15 1.668156754481048904e-15
2.844933014509146041e+00 8.968922128090630608e+00 1.016418216407448454e-17 1.406151151846666159e-15 1.416315334010740577e-15
3.275642784297754240e+00 1.032677567520072870e+01 4.902674175550249018e-18 1.192557409556162073e-15 1.197460083731712352e-15
3.771560031677307023e+00 1.189020200230238089e+01 2.347494819116315809e-18 1.006574457014045601e-15 1.008921951833161951e-15
4.342556868756759947e+00 1.369032388251306998e+01 1.116736360718468486e-18 8.399145765792829064e-16 8.410313129400014103e-16
