# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 1.125107400253917180e-02 1.167098891011234348e-11 1.395983351536658252e-14 1.168494874362770984e-11
5.756976996632233792e-03 1.295443484400499688e-02 1.104275764481988032e-11 1.395537648596588901e-14 1.105671302130584549e-11
6.628556827950546522e-03 1.491567668026158588e-02 1.042828855264506890e-11 1.394934102813125497e-14 1.044223789367320018e-11
7.632089835876165913e-03 1.717384150749396224e-02 9.826414290036433007e-12 1.394092417637444988e-14 9.840355214212807866e-12
8.787553124273954006e-03 1.977388210049011580e-02 9.236102914524719086e-12 1.392072781222510100e-14 9.250023642336944972e-12
1.011794823862578740e-02 2.276755687732792688e-02 8.656488250737544004e-12 1.391803732478821583e-14 8.670406288062332452e-12
1.164975905257685865e-02 2.621446024245857945e-02 8.086905041313028261e-12 1.388202865702420123e-14 8.100787069970053016e-12
1.341347897639862813e-02 3.018320891899287442e-02 7.526928334567578457e-12 1.387809315712991664e-14 7.540806427724708716e-12
1.544421798238740720e-02 3.475280788623739264e-02 6.976415916236735847e-12 1.384299070251605964e-14 6.990258906939252000e-12
1.778240153111564081e-02 4.001422311388960068e-02 6.435551740615891393e-12 1.382952047225692854e-14 6.449381261088148554e-12
2.047457531190212399e-02 4.607219240095447588e-02 5.904887262588187965e-12 1.377998356772112489e-14 5.918667246155909425e-12
2.357433181728696772e-02 5.304731036734190025e-02 5.385376366095801521e-12 1.374920538853170825e-14 5.399125571484333467e-12
2.714337719661929355e-02 6.107842910359959770e-02 4.878398342405211065e-12 1.367572682531883080e-14 4.892074069230529636e-12
3.125275962636985677e-02 7.032542226797115770e-02 4.385762295630988110e-12 1.362830403501839097e-14 4.399390599666006684e-12
3.598428365005760382e-02 8.097236765503171285e-02 3.909685743697685513e-12 1.355225519126485556e-14 3.923237998888950438e-12
4.143213864273420644e-02 9.323121159057311258e-02 3.452740426249903359e-12 1.345983756751155825e-14 3.466200263817414840e-12
4.770477381749969187e-02 1.073459880990164511e-01 3.017759848140758670e-12 1.344776103008933972e-14 3.031207609170847845e-12
5.492705709937791003e-02 1.235976768333591214e-01 2.607706232104050702e-12 1.322415152537071478e-14 2.620930383629421220e-12
6.324276084276478360e-02 1.423097964733666676e-01 2.225499459468608683e-12 1.307317848683859598e-14 2.238572637955447473e-12
7.281742387506216774e-02 1.638548449385174577e-01 1.873816971840315117e-12 1.290253192151824553e-14 1.886719503761833225e-12
8.384164684055039896e-02 1.886617146195574690e-01 1.554880663697275187e-12 1.270283206837555099e-14 1.567583495765650804e-12
9.653488644416247100e-02 2.172242302419975513e-01 1.270253107609397565e-12 1.248160930669050429e-14 1.282734716916088101e-12
1.111498241263097070e-01 2.501109793228649125e-01 1.020669218881454555e-12 1.222748698652055855e-14 1.032896705867975124e-12
1.279773961349767730e-01 2.879766309133789393e-01 8.059289403172739431e-13 1.194706010831278715e-14 8.178760004255867050e-13
1.473525851275904741e-01 3.315749679471947653e-01 6.248706643604318085e-13 1.162272552697662772e-14 6.364933898874084251e-13
1.696610885947663627e-01 3.817738926262143062e-01 4.754341805129246352e-13 1.129892336383988891e-14 4.867331038767645619e-13
1.953469968527308254e-01 4.395727035527723370e-01 3.548078192455981986e-13 1.092675948358157857e-14 3.657345787291797724e-13
2.249216334484722968e-01 5.061219885401504470e-01 2.596403476786558369e-13 1.052144497414026618e-14 2.701617926527961189e-13
2.589737339615604816e-01 5.827465291030818895e-01 1.862876419817837147e-13 1.008931049978322158e-14 1.963769524815669284e-13
