# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
2.981811658297320866e-01 6.709716725827442607e-01 1.310599680336129261e-13 9.617508378437578793e-15 1.406774764120505128e-13
3.433244225021500617e-01 7.725536968901431933e-01 9.043874486121294573e-14 9.150867829944196699e-15 9.958961269115713928e-14
3.953021605453848064e-01 8.895147723319491995e-01 6.124067673139662065e-14 8.647402357464273306e-15 6.988807908886089395e-14
4.551490889957608421e-01 1.024183216495918813e+00 4.071923181690628166e-14 8.127574492826763572e-15 4.884680630973304681e-14
5.240565670773426055e-01 1.179239843540763166e+00 2.660524651658330498e-14 7.596017233727029777e-15 3.420126375031033476e-14
6.033963203196643921e-01 1.357771330555275213e+00 1.709726389149992411e-14 7.060113019609981355e-15 2.415737691110990389e-14
6.947477471865686205e-01 1.563331663338692223e+00 1.081679383971509311e-14 6.513855716415472535e-15 1.733064955613056486e-14
7.999293598030285946e-01 1.800012884789532031e+00 6.744185914576271636e-15 5.977206798692242697e-15 1.272139271326851433e-14
9.210349846633580917e-01 2.072526554274995103e+00 4.148393822846070172e-15 5.451376000988857433e-15 9.599769823834927604e-15
1.060475443960094966e+00 2.386297539574122606e+00 2.520077580891736021e-15 4.937692466157884833e-15 7.457770047049620460e-15
1.221026547274324692e+00 2.747572008489664874e+00 1.513526277057403518e-15 4.441929354031113244e-15 5.955455631088516761e-15
1.405884348987115340e+00 3.163541769893129185e+00 8.996093510193829800e-16 3.961458299809013417e-15 4.861067650828396594e-15
1.618728771408821432e+00 3.642487439431993934e+00 5.297037732646391481e-16 3.520841549436980853e-15 4.050545322701620198e-15
1.863796860157468815e+00 4.193943279866367391e+00 3.092655176017224924e-16 3.098865746979511724e-15 3.408131264581234168e-15
2.145967130064388773e+00 4.828886997474209686e+00 1.791957153073637417e-16 2.713203556906649731e-15 2.892399272214013424e-15
2.470856680661916105e+00 5.559958272759105036e+00 1.031269652424029693e-16 2.353932286562301507e-15 2.457059251804704575e-15
2.844933014509146041e+00 6.401710375701851419e+00 5.899129361923821851e-17 2.028785103583147115e-15 2.087776397202385296e-15
3.275642784297754240e+00 7.370899874403499474e+00 3.356364558529465247e-17 1.732729218051258957e-15 1.766292863636553548e-15
3.771560031677307023e+00 8.486820204284073910e+00 1.900565985486666641e-17 1.470319133107182842e-15 1.489324792962049475e-15
4.342556868756759947e+00 9.771685738123419895e+00 1.071692838109508465e-17 1.234019155326224195e-15 1.244736083707319374e-15
5.000000000000000888e+00 1.125107400253917689e+01 6.020707531547687805e-18 1.032184317717041621e-15 1.038205025248589271e-15
