# R[Mpc], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.494080196437306718e-01 7.159114889392425018e-01 6.189622648792900289e-13 3.322947648694256956e-14 6.521917413662325543e-13
5.248180668366125845e-01 8.360404515012209714e-01 3.891450553413933784e-13 3.038200856278528198e-14 4.195270639041786730e-13
6.128818161644512541e-01 9.763268886521311307e-01 2.372619946390724739e-13 2.759198634329675817e-14 2.648539809823692100e-13
7.157225414306788158e-01 1.140153196886022569e+00 1.403673353093634469e-13 2.488171258957651393e-14 1.652490478989399734e-13
8.358197988607614093e-01 1.331469334173581487e+00 8.065312997030208199e-14 2.225888042298029208e-14 1.029120103932823678e-13
9.760692108022782643e-01 1.554888055996796137e+00 4.506260088081282143e-14 1.977140008395574079e-14 6.483400096476855591e-14
1.139852281047596616e+00 1.815796131859171547e+00 2.451760942167246769e-14 1.745164499384782329e-14 4.196925441552029414e-14
1.331117925071608088e+00 2.120484223773294818e+00 1.301108857127506984e-14 1.525696402638999124e-14 2.826805259766505950e-14
1.554477680931142913e+00 2.476298558179857334e+00 6.746587581861452481e-15 1.326632874107330658e-14 2.001291632293475827e-14
1.815316896422285664e+00 2.891818048205969216e+00 3.424375652152720785e-15 1.143026475172992583e-14 1.485464040388264583e-14
2.119924573289651004e+00 3.377061136794634155e+00 1.704532847765452672e-15 9.786807477757521502e-15 1.149134032552297477e-14
2.475644999115283795e+00 3.943727347826684326e+00 8.335767842217243414e-16 8.302128753004881727e-15 9.135705537226605969e-15
2.891054822829829174e+00 4.605479369188542726e+00 4.012045640221310371e-16 6.997544360585203556e-15 7.398748924607334198e-15
3.376169843250778957e+00 5.378272468990534350e+00 1.903673712549293995e-16 5.837787353892382717e-15 6.028154725147311771e-15
3.942686496452824318e+00 6.280739187373250765e+00 8.918799243583445311e-17 4.823757842896922570e-15 4.912945835332756765e-15
4.604263864386632932e+00 7.334638579069620690e+00 4.131784789471011432e-17 3.965013791645484391e-15 4.006331639540194536e-15
5.376853004155713656e+00 8.565380838250590045e+00 1.895236857877842193e-17 3.202226690542949862e-15 3.221179059121728204e-15
6.279081538292701659e+00 1.000263995469789613e+01 8.618016202549424964e-18 2.585605964892361663e-15 2.594223981094911179e-15
7.332702778754716100e+00 1.168106917283945201e+01 3.889020703811527003e-18 2.036037779430499868e-15 2.039926800134311243e-15
8.563120213307023221e+00 1.364113650382624066e+01 1.743345186061039122e-18 1.605614806550430768e-15 1.607358151736491791e-15
1.000000000000000000e+01 1.593010043538571274e+01 7.769816195377345975e-19 1.224158767932761975e-15 1.224935749552299661e-15
