# R[Mpc], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
1.517277803236215528e-01 8.904446996720714047e-01 2.573170689498525219e-14 1.448446835553189771e-15 2.718015373053844157e-14
1.771874930446940555e-01 1.039860094791531964e+00 1.664162230535819926e-14 1.386570451287641370e-15 1.802819275664583944e-14
2.069193105211186157e-01 1.214347187577256015e+00 1.048969008075500640e-14 1.316175062341757384e-15 1.180586514309676378e-14
2.416400860513061855e-01 1.418112974392407910e+00 6.449572505709874572e-15 1.244817783372263211e-15 7.694390289082138177e-15
2.821869599305631415e-01 1.656070379799962078e+00 3.872281897147975491e-15 1.168372606949551611e-15 5.040654504097526905e-15
3.295375434436236262e-01 1.933956710343086582e+00 2.273122995268346814e-15 1.090875941194034095e-15 3.363998936462380909e-15
3.848334897033505730e-01 2.258471984706854396e+00 1.306517928087208688e-15 1.011638591103530287e-15 2.318156519190738777e-15
4.494080196437306718e-01 2.637440475490707925e+00 7.363827242946444088e-16 9.317318502293927818e-16 1.668114574524037191e-15
5.248180668366125845e-01 3.079999357468028887e+00 4.076328450318113680e-16 8.518907922913775289e-16 1.259523637323188798e-15
6.128818161644512541e-01 3.596819010764016333e+00 2.219716841062757191e-16 7.736604727205392269e-16 9.956321568268148721e-16
7.157225414306788158e-01 4.200360290603641467e+00 1.190865103135048516e-16 6.976662457222832540e-16 8.167527560357880810e-16
8.358197988607614093e-01 4.905174966569217254e+00 6.303963569183910115e-17 6.241238211708717046e-16 6.871634568627108057e-16
9.760692108022782643e-01 5.728256575151914554e+00 3.297364162084212510e-17 5.543765695221949111e-16 5.873502111430369992e-16
1.139852281047596616e+00 6.689450144878561488e+00 1.706467891961265560e-17 4.893322194243345725e-16 5.063968983439472312e-16
1.331117925071608088e+00 7.811930672750829530e+00 8.748613632074283785e-18 4.277948623950647439e-16 4.365434760271390092e-16
1.554477680931142913e+00 9.122761888372368233e+00 4.448119312075137692e-18 3.719788070849893492e-16 3.764269263970644753e-16
1.815316896422285664e+00 1.065354877792755595e+01 2.245174155347239361e-18 3.204968254593476024e-16 3.227419996146948233e-16
2.119924573289651004e+00 1.244119960078574394e+01 1.126045094228598894e-18 2.744154047287815045e-16 2.755414498230101041e-16
2.475644999115283795e+00 1.452881577144301772e+01 5.616256220553758640e-19 2.327860261933246902e-16 2.333476518153800760e-16
2.891054822829829174e+00 1.696673106242904794e+01 2.787641403856426974e-19 1.962063698690003284e-16 1.964851340093859729e-16
3.376169843250778957e+00 1.981372518403153293e+01 1.377852001257977849e-19 1.636875746334804532e-16 1.638253598336062486e-16
3.942686496452824318e+00 2.313844100102808099e+01 6.785584693406389223e-20 1.352548789562477458e-16 1.353227348031818158e-16
4.604263864386632932e+00 2.702103955643545063e+01 3.331226715363035425e-20 1.111762816283483576e-16 1.112095938955019780e-16
5.376853004155713656e+00 3.155513280596597525e+01 1.630945476566867077e-20 8.978825171699384262e-17 8.980456117175951027e-17
6.279081538292701659e+00 3.685004066266589717e+01 7.966271317920094810e-21 7.249862725282360717e-17 7.250659352414153331e-17
7.332702778754716100e+00 4.303342677053775134e+01 3.883219331033372126e-21 5.708911026964747988e-17 5.709299348897850896e-17
8.563120213307023221e+00 5.025437655734906883e+01 1.889609059516310334e-21 4.502034376168374699e-17 4.502223337074326302e-17
1.000000000000000000e+01 5.868699178046590248e+01 9.181229147971405770e-22 3.432457668325618759e-17 3.432549480617098280e-17
