# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 3.396030216951689135e-02 3.055238621430148413e-12 2.056249348160591287e-15 3.057294870778309037e-12
5.756976996632233792e-03 3.910173567771770692e-02 2.848413534192732385e-12 2.053990451476084568e-15 2.850467524644208389e-12
6.628556827950546522e-03 4.502155856500299896e-02 2.644954833405153367e-12 2.053936847470535037e-15 2.647008770252624012e-12
7.632089835876165913e-03 5.183761540225064607e-02 2.444855974829886191e-12 2.051645058589464065e-15 2.446907619888475738e-12
8.787553124273954006e-03 5.968559188620515404e-02 2.248238943081171682e-12 2.048427252665037727e-15 2.250287370333836800e-12
1.011794823862578740e-02 6.872171590385260653e-02 2.055369966054334441e-12 2.044369589371479217e-15 2.057414335643706029e-12
1.164975905257685865e-02 7.912586752551500902e-02 1.866672349880950520e-12 2.038334280303328999e-15 1.868710684161253897e-12
1.341347897639862813e-02 9.110515983659192574e-02 1.682734142469190196e-12 2.034728123779905692e-15 1.684768870592970171e-12
1.544421798238740720e-02 1.048980618907525975e-01 1.504307907797096016e-12 2.025893545561381842e-15 1.506333801342657393e-12
1.778240153111564081e-02 1.207791458592734207e-01 1.332299672011571235e-12 2.022535772881804632e-15 1.334322207784453130e-12
2.047457531190212399e-02 1.390645528769453576e-01 1.167744251056494284e-12 2.005159184132564383e-15 1.169749410240626842e-12
2.357433181728696772e-02 1.601182863919043686e-01 1.011764867760701384e-12 1.998962714132423348e-15 1.013763830474833724e-12
2.714337719661929355e-02 1.843594582996731512e-01 8.655163636103392704e-13 1.977033425440961291e-15 8.674933970357802167e-13
3.125275962636985677e-02 2.122706321085596759e-01 7.301134574426366024e-13 1.958930728444162699e-15 7.320723881710807607e-13
3.598428365005760382e-02 2.444074292219125533e-01 6.065482697807198383e-13 1.936222272743200413e-15 6.084844920534630825e-13
4.143213864273420644e-02 2.814095895673142667e-01 4.956043379272277886e-13 1.911247659642752183e-15 4.975155855868705491e-13
4.770477381749969187e-02 3.240137067541495330e-01 3.977769517684628780e-13 1.881117876555921318e-15 3.996580696450187946e-13
5.492705709937791003e-02 3.730678912754364362e-01 3.132110287560483073e-13 1.847604977174854587e-15 3.150586337332231489e-13
6.324276084276478360e-02 4.295486536509566800e-01 2.416671434204168282e-13 1.808101656418091106e-15 2.434752450768349311e-13
7.281742387506216774e-02 4.945803436005810627e-01 1.825233012036440705e-13 1.764762694040656603e-15 1.842880638976847260e-13
8.384164684055039896e-02 5.694575322190026379e-01 1.348148054928840752e-13 1.714315737972583688e-15 1.365291212308566480e-13
9.653488644416247100e-02 6.556707827087516760e-01 9.730808373213203882e-14 1.665190697156228636e-15 9.897327442928826982e-14
1.111498241263097070e-01 7.549363226836274254e-01 6.859818483860105090e-14 1.606353826111064104e-15 7.020453866471211875e-14
1.279773961349767730e-01 8.692302087223551244e-01 4.721552923593339996e-14 1.545598043697717323e-15 4.876112727963112005e-14
1.473525851275904741e-01 1.000827663278486934e+00 3.172657587422861676e-14 1.479453315599977040e-15 3.320602918982859144e-14
