# R[Mpc/h], R/R200c, rho1h, rho2h, (rho1h+rho2h) 
# rho in [g/cm3]
1.060475443960094966e+00 1.107621201336489669e+00 7.215241377036136385e-29 1.919496672991117198e-29 9.134738050027253022e-29
1.221026547274324692e+00 1.275309955415266483e+00 4.762122503877369426e-29 1.748246076999039917e-29 6.510368580876408782e-29
1.405884348987115340e+00 1.468386015380355625e+00 3.096457062179985463e-29 1.579336182929875368e-29 4.675793245109860831e-29
1.618728771408821432e+00 1.690692902544234544e+00 1.985043690584277920e-29 1.419280333854881458e-29 3.404324024439159098e-29
1.863796860157468815e+00 1.946656029663308640e+00 1.255628117115371117e-29 1.263327435381101540e-29 2.518955552496472517e-29
2.145967130064388773e+00 2.241370796625423267e+00 7.843248868943836387e-30 1.117405016079947872e-29 1.901729902974331511e-29
2.470856680661916105e+00 2.580704023419165605e+00 4.842158078177537287e-30 9.787470032993668221e-30 1.462962811117120481e-29
2.844933014509146041e+00 2.971410739588078442e+00 2.957017714554622398e-30 8.521373206111541839e-30 1.147839092066616459e-29
3.275642784297754240e+00 3.421268655070912157e+00 1.787720761520009775e-30 7.349850337475961061e-30 9.137571098995971187e-30
3.771560031677307023e+00 3.939232989308428579e+00 1.070842299151040104e-30 6.276449454700702707e-30 7.347291753851743337e-30
4.342556868756759947e+00 4.535614740764692066e+00 6.360155310357584038e-31 5.307097214203175802e-30 5.943112745238934205e-30
5.000000000000000888e+00 5.222285945633688087e+00 3.748408778397881820e-31 4.457701289180362345e-30 4.832542167020150351e-30
