# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 5.891765610668255743e-03 1.312556633981706304e-10 1.277026156331233200e-13 1.313833660138037646e-10
5.756976996632233792e-03 6.783751818033203866e-03 1.249488357710211479e-10 1.275602131528275196e-13 1.250763959841739764e-10
6.628556827950546522e-03 7.810780633455858754e-03 1.188213761157746825e-10 1.275198085446128629e-13 1.189488959243193033e-10
7.632089835876165913e-03 8.993296886509186822e-03 1.128595749390216463e-10 1.277114234946506445e-13 1.129872863625162973e-10
8.787553124273954006e-03 1.035484065990353517e-02 1.070501812632991781e-10 1.274356657846749714e-13 1.071776169290838538e-10
1.011794823862578740e-02 1.192251589657137428e-02 1.013804957406880078e-10 1.278554565000979368e-13 1.015083511971881013e-10
1.164975905257685865e-02 1.372752995170870884e-02 9.583849514910114633e-11 1.269379113392044752e-13 9.596543306044035492e-11
1.341347897639862813e-02 1.580581483051341635e-02 9.041299313430355504e-11 1.269009780363434733e-13 9.053989411233989834e-11
1.544421798238740720e-02 1.819874247845888054e-02 8.509384178028686577e-11 1.264543194891590588e-13 8.522029609977601869e-11
1.778240153111564081e-02 2.095394836322433604e-02 7.987217770653911289e-11 1.263991633705212293e-13 7.999857686990963554e-11
2.047457531190212399e-02 2.412627974314044549e-02 7.474071463541299540e-11 1.256865692774730494e-13 7.486640120469046227e-11
2.357433181728696772e-02 2.777888749911477245e-02 6.969408142760608447e-11 1.253307302407356242e-13 6.981941215784682522e-11
2.714337719661929355e-02 3.198448326488769616e-02 6.472920010181110483e-11 1.244423514320040716e-13 6.485364245324310549e-11
3.125275962636985677e-02 3.682678688102544728e-02 5.984569201011348496e-11 1.238703160722533227e-13 5.996956232618574333e-11
3.598428365005760382e-02 4.240219298678828130e-02 5.504629191710361513e-11 1.231095435641042150e-13 5.516940146066771902e-11
4.143213864273420644e-02 4.882168992634015187e-02 5.033723925748186647e-11 1.218568536402911616e-13 5.045909611112215854e-11
4.770477381749969187e-02 5.621306916853042318e-02 4.572860378970691526e-11 1.205664303712521635e-13 4.584917022007816907e-11
5.492705709937791003e-02 6.472346922266529468e-02 4.123449035369988692e-11 1.190938361265081885e-13 4.135358418982639496e-11
6.324276084276478360e-02 7.452230469142370750e-02 3.687305650541890018e-11 1.173432358857014318e-13 3.699039974130459929e-11
7.281742387506216774e-02 8.580463876890898067e-02 3.266627050352327666e-11 1.153853706171256732e-13 3.278165587414040014e-11
8.384164684055039896e-02 9.879506631938954342e-02 2.863933948132197494e-11 1.132999837587484473e-13 2.875263946508072500e-11
9.653488644416247100e-02 1.137521848362963439e-01 2.481975314246043546e-11 1.106535790188866363e-13 2.493040672147932173e-11
1.111498241263097070e-01 1.309737422838432863e-01 2.123592089368645347e-11 1.078447210202315179e-13 2.134376561470668637e-11
1.279773961349767730e-01 1.508025642981849490e-01 1.791543167231268556e-11 1.047275801606751569e-13 1.802015925247335990e-11
1.473525851275904741e-01 1.736333787395608619e-01 1.488303326832706465e-11 1.011638968428659572e-13 1.498419716516993090e-11
1.696610885947663627e-01 1.999206734502369520e-01 1.215850301021877609e-11 9.787827363086383913e-14 1.225638128384963930e-11
1.953469968527308254e-01 2.301877436408479305e-01 9.754648925759101009e-12 9.424217072899137174e-14 9.848891096488093113e-12
2.249216334484722968e-01 2.650371090094080229e-01 7.675719709391151698e-12 8.979742360668409083e-14 7.765517132997835435e-12
2.589737339615604816e-01 3.051625079642144023e-01 5.916492970069494303e-12 8.544120272750734109e-14 6.001934172797001985e-12
2.981811658297320866e-01 3.513627077169168000e-01 4.462241927460635411e-12 8.070055090048524220e-14 4.542942478361121032e-12
3.433244225021500617e-01 4.045574051601413257e-01 3.289654001538386413e-12 7.618245988812042275e-14 3.365836461426506672e-12
3.953021605453848064e-01 4.658055350648320214e-01 2.368613067127791277e-12 7.137247280601624395e-14 2.439985539933807534e-12
4.551490889957608421e-01 5.363263500544418472e-01 1.664599187863158876e-12 6.646723917787585774e-14 1.731066427041034810e-12
5.240565670773426055e-01 6.175236919902299393e-01 1.141348916055040072e-12 6.154600762775839929e-14 1.202894923682798433e-12
6.033963203196643921e-01 7.110139379326332332e-01 7.633881901445266150e-13 5.665717014598056591e-14 8.200453602905071557e-13
6.947477471865686205e-01 8.186581769926137842e-01 4.981065020638813464e-13 5.184138692987778122e-14 5.499478889937591277e-13
7.999293598030285946e-01 9.425992586102716064e-01 3.171651667291065218e-13 4.710660689050247071e-14 3.642717736196089673e-13
9.210349846633580917e-01 1.085304449772387603e+00 1.971841056423411227e-13 4.259170492368610773e-14 2.397758105660272115e-13
1.060475443960094966e+00 1.249614550336447749e+00 1.197868382447609851e-13 3.825044438684475673e-14 1.580372826316057355e-13
1.221026547274324692e+00 1.438800444188772953e+00 7.117112160437325673e-14 3.412670812402197406e-14 1.052978297283952308e-13
1.405884348987115340e+00 1.656628211987803079e+00 4.140263097809716203e-14 3.018105903292853958e-14 7.158369001102570162e-14
1.618728771408821432e+00 1.907434101677154326e+00 2.361041039754480151e-14 2.663980970887980661e-14 5.025022010642460497e-14
1.863796860157468815e+00 2.196210849189449643e+00 1.321562016556312829e-14 2.329134367192611479e-14 3.650696383748924309e-14
2.145967130064388773e+00 2.528707067707563816e+00 7.270381700558508106e-15 2.025164624504321530e-14 2.752202794560172340e-14
2.470856680661916105e+00 2.911541684002759034e+00 3.936377019893096748e-15 1.747548646411979782e-14 2.141186348401289378e-14
2.844933014509146041e+00 3.352335699907952549e+00 2.100319572470517760e-15 1.497893861515259316e-14 1.707925818762310934e-14
3.275642784297754240e+00 3.859863901871825043e+00 1.105829572360176715e-15 1.273637381693183360e-14 1.384220338929201012e-14
3.771560031677307023e+00 4.444229538641447874e+00 5.752383647006591898e-16 1.077143730296379879e-14 1.134667566766445817e-14
4.342556868756759947e+00 5.117065444342460800e+00 2.959913452469476881e-16 9.008095271666342293e-15 9.304086616913289735e-15
5.000000000000000888e+00 5.891765610668257658e+00 1.508219114501653978e-16 7.525688508110943675e-15 7.676510419561109837e-15
