# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 1.081023631398429080e-02 3.514742167307981153e-11 2.785360957902444676e-14 3.517527528265883504e-11
5.838993118688259529e-03 1.262417908974964448e-02 3.313372795575630591e-11 2.784031345011270923e-14 3.316156826920642037e-11
6.818768128017769353e-03 1.474249896682727767e-02 3.117138028240758673e-11 2.782667484334828434e-14 3.119920695725093818e-11
7.962948035485325690e-03 1.721627000391466947e-02 2.925548109654054639e-11 2.781488466370060135e-14 2.928329598120424389e-11
9.299119756734202866e-03 2.010513641646737362e-02 2.738158528490177678e-11 2.780566475941776210e-14 2.740939094966119314e-11
1.085949925388581157e-02 2.347875063720834821e-02 2.554582007012988361e-11 2.771208985247688150e-14 2.557353215998236112e-11
1.268170828316790913e-02 2.741845268121142695e-02 2.374503094956367636e-11 2.769700288201356873e-14 2.377272795244569060e-11
1.480968147972586656e-02 3.201923130613464064e-02 2.197695338961811461e-11 2.760775764732404181e-14 2.200456114726543738e-11
1.729472565001686016e-02 3.739201425244157578e-02 2.024040705151672299e-11 2.751282034578326037e-14 2.026791987186250743e-11
2.019675681200996942e-02 4.366634278277996273e-02 1.853550501310328204e-11 2.742739884684578951e-14 1.856293241195012778e-11
2.358574480902929024e-02 5.099349500538699620e-02 1.686386459052915865e-11 2.724757886316881117e-14 1.689111216939232851e-11
2.754340032781188788e-02 5.955013328686378782e-02 1.522879901299417391e-11 2.704466953470395017e-14 1.525584368252887823e-11
3.216514499587391773e-02 6.954256369579327191e-02 1.363546084836806578e-11 2.682858773262222846e-14 1.366228943610068830e-11
3.756241205850358728e-02 8.121171017513539869e-02 1.209089985603378297e-11 2.656107233297226094e-14 1.211746092836675563e-11
4.386533310618707243e-02 9.483892337390417704e-02 1.060399185234088053e-11 2.625645166369073446e-14 1.063024830400457127e-11
5.122587563119895132e-02 1.107527641928059969e-01 9.185194127341488124e-12 2.588316431677027794e-14 9.211077291658257957e-12
5.982150706187026185e-02 1.293369255994995526e-01 7.846090510168527260e-12 2.544206016572087122e-14 7.871532570334248532e-12
6.985947361676432543e-02 1.510394837135546620e-01 6.598708750211273103e-12 2.492366312893525020e-14 6.623632413340208605e-12
8.158179714469422639e-02 1.763837012107347113e-01 5.454626260800185055e-12 2.440311088778719042e-14 5.479029371687972435e-12
9.527111042761822468e-02 2.059806435236492261e-01 4.423925713677135427e-12 2.370927191937835478e-14 4.447634985596513778e-12
1.112574716393304325e-01 2.405439120235134953e-01 3.514112391075895752e-12 2.295666821631643716e-14 3.537069059292212019e-12
1.299263222609410018e-01 2.809068494095300350e-01 2.729147688737727775e-12 2.215639015558837138e-14 2.751304078893316323e-12
1.517277803236215528e-01 3.280426321389290356e-01 2.068771131295153566e-12 2.127908297787921658e-14 2.090050214273032650e-12
1.771874930446940555e-01 3.830877343391181911e-01 1.528261871946312787e-12 2.037005913051454525e-14 1.548631931076827376e-12
2.069193105211186157e-01 4.473693289319977118e-01 1.098724380386498658e-12 1.933588287642548114e-14 1.118060263262924203e-12
2.416400860513061855e-01 5.224372866292239515e-01 7.678820052640295911e-13 1.828757552886057213e-14 7.861695807928901506e-13
2.821869599305631415e-01 6.101015443148408712e-01 5.212526928926616923e-13 1.716452205362811125e-14 5.384172149462897752e-13
3.295375434436236262e-01 7.124757437910873570e-01 3.434980548984295803e-13 1.602602118452935436e-14 3.595240760829589504e-13
3.848334897033505730e-01 8.320281930456921993e-01 2.197089113936020656e-13 1.486194798133226183e-14 2.345708593749343369e-13
4.494080196437306718e-01 9.716413787496847032e-01 1.364264256429455550e-13 1.368804078100118333e-14 1.501144664239467446e-13
5.248180668366125845e-01 1.134681464870437084e+00 8.228255167646094159e-14 1.251509852644073103e-14 9.479765020290166788e-14
6.128818161644512541e-01 1.325079453056319245e+00 4.824437039788999920e-14 1.136581957420490930e-14 5.961018997209491166e-14
7.157225414306788158e-01 1.547425961622210355e+00 2.753023995659661883e-14 1.024939098156134003e-14 3.777963093815795728e-14
8.358197988607614093e-01 1.807081908318330044e+00 1.531070613413075709e-14 9.168981734903536342e-15 2.447968786903429343e-14
9.760692108022782643e-01 2.110307765515355705e+00 8.311486772555269053e-15 8.144327243705468264e-15 1.645581401626073574e-14
1.139852281047596616e+00 2.464414504231711600e+00 4.411553143819688853e-15 7.188762918525384630e-15 1.160031606234507427e-14
1.331117925071608088e+00 2.877939866360903931e+00 2.293484110212180702e-15 6.284719708706702133e-15 8.578203818918883229e-15
1.554477680931142913e+00 3.360854215135986145e+00 1.169938895092815241e-15 5.464727946988116766e-15 6.634666842080932204e-15
1.815316896422285664e+00 3.924800927018690988e+00 5.866200220158607297e-16 4.708407913702737079e-15 5.295027935718597809e-15
2.119924573289651004e+00 4.583377121016688704e+00 2.896116954588352035e-16 4.031427336027768813e-15 4.321039031486604312e-15
2.475644999115283795e+00 5.352461493993931008e+00 1.410083422153328866e-16 3.419851558146210261e-15 3.560859900361542902e-15
2.891054822829829174e+00 6.250597166294888929e+00 6.781153826246414584e-17 2.882461076754930052e-15 2.950272615017394025e-15
3.376169843250778957e+00 7.299438768337645378e+00 3.225555415536544395e-17 2.404728566888239345e-15 2.436984121043604659e-15
3.942686496452824318e+00 8.524274547721965689e+00 1.519527087292161548e-17 1.987024806039085232e-15 2.002220076912006755e-15
4.604263864386632932e+00 9.954636085191605588e+00 7.097814210041126439e-18 1.633286955291095903e-15 1.640384769501136958e-15
5.376853004155713656e+00 1.162501032009592628e+01 3.290876542505386987e-18 1.319076138541817668e-15 1.322367015084323092e-15
6.279081538292701659e+00 1.357567105274402408e+01 1.515930710618189653e-18 1.065074856203458077e-15 1.066590786914076223e-15
7.332702778754716100e+00 1.585364997170955270e+01 6.943721977115882699e-19 8.386941686383456781e-16 8.393885408360572548e-16
8.563120213307023221e+00 1.851387061818090274e+01 3.164992605619857071e-19 6.613923321746494648e-16 6.617088314352114963e-16
1.000000000000000000e+01 2.162047262796858504e+01 1.436494817312232321e-19 5.042611834245473650e-16 5.044048329062785415e-16
