# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
6.324276084276478360e-02 8.601373776968749274e-01 7.870184295985173319e-15 2.594242395792544381e-16 8.129608535564427855e-15
7.281742387506216774e-02 9.903582194688965723e-01 5.491549088772701278e-15 2.538865676092992388e-16 5.745435656382000418e-15
8.384164684055039896e-02 1.140293897581619698e+00 3.752939216205444094e-15 2.473729611469002418e-16 4.000312177352344681e-15
9.653488644416247100e-02 1.312929147555499831e+00 2.512950959447355767e-15 2.409241235547239172e-16 2.753875083002079783e-15
1.111498241263097070e-01 1.511700580136996930e+00 1.649611195350710578e-15 2.332517964671947713e-16 1.882862991817905349e-15
1.279773961349767730e-01 1.740565093128859875e+00 1.062391308370133551e-15 2.251949912981270288e-16 1.287586299668260678e-15
1.473525851275904741e-01 2.004078640456778082e+00 6.718506140068304795e-16 2.163886165824583825e-16 8.882392305892889113e-16
1.696610885947663627e-01 2.307486926510335490e+00 4.176124649190296854e-16 2.071265976593548544e-16 6.247390625783845151e-16
1.953469968527308254e-01 2.656829831189924995e+00 2.554161155831404038e-16 1.971944467627144691e-16 4.526105623458548730e-16
2.249216334484722968e-01 3.059061644425342230e+00 1.538794232664410377e-16 1.870697031088366393e-16 3.409491263752776770e-16
2.589737339615604816e-01 3.522189503647334075e+00 9.142468655233263932e-17 1.768453820652665425e-16 2.682700686175991695e-16
2.981811658297320866e-01 4.055432790055443881e+00 5.362778534873055726e-17 1.648775017837751981e-16 2.185052871325057554e-16
3.433244225021500617e-01 4.669406656747456807e+00 3.109160301131317937e-17 1.545006205652455196e-16 1.855922235765586928e-16
3.953021605453848064e-01 5.376333342163307272e+00 1.783569820617498134e-17 1.434247655037763622e-16 1.612604637099513528e-16
4.551490889957608421e-01 6.190285475412215632e+00 1.013387905983516813e-17 1.323839185341988193e-16 1.425177975940339936e-16
5.240565670773426055e-01 7.127466216906952923e+00 5.708458150568616596e-18 1.214916793793514518e-16 1.272001375299200653e-16
6.033963203196643921e-01 8.206531811001349652e+00 3.190875565179029213e-18 1.108725341732689910e-16 1.140634097384480156e-16
6.947477471865686205e-01 9.448962971613086737e+00 1.771370958575858813e-18 1.006164790260133727e-16 1.023878499845892357e-16
7.999293598030285946e-01 1.087949249392126205e+01 9.773459835803928461e-19 9.075605315253493376e-17 9.173339913611532180e-17
9.210349846633580917e-01 1.252659760450756643e+01 5.363239561918657407e-19 8.139735534678985750e-17 8.193367930298171804e-17
1.060475443960094966e+00 1.442306685104369990e+01 2.928993187310368825e-19 7.260780153353248465e-17 7.290070085226352577e-17
1.221026547274324692e+00 1.660665281646950220e+01 1.592820645283134496e-19 6.436909845713700442e-17 6.452838052166531640e-17
1.405884348987115340e+00 1.912082365109458593e+01 8.629632352255767672e-20 5.653027530798371292e-17 5.661657163150627033e-17
1.618728771408821432e+00 2.201562838320262117e+01 4.660049616614716189e-20 4.970289039148499645e-17 4.974949088765114627e-17
1.863796860157468815e+00 2.534869323370024219e+01 2.509203283070026910e-20 4.324625788477768165e-17 4.327134991760838004e-17
2.145967130064388773e+00 2.918636876821992132e+01 1.347667259931274752e-20 3.747341778829349145e-17 3.748689446089280690e-17
2.470856680661916105e+00 3.360505072277351246e+01 7.222168391517006375e-21 3.222308974948462342e-17 3.223031191787613826e-17
2.844933014509146041e+00 3.869270079633331250e+01 3.862879184784313704e-21 2.752668431811664199e-17 2.753054719730142493e-17
3.275642784297754240e+00 4.455059768441297763e+01 2.062620312624008552e-21 2.335041410410726894e-17 2.335247672441989222e-17
3.771560031677307023e+00 5.129535321107655932e+01 1.099728088942648787e-21 1.972552981761634740e-17 1.972662954570528939e-17
4.342556868756759947e+00 5.906123369405863599e+01 5.855864222373169113e-22 1.646010852746045808e-17 1.646069411388269395e-17
5.000000000000000888e+00 6.800283275388333948e+01 3.114641056476078373e-22 1.377527023874056102e-17 1.377558170284620932e-17
