# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 6.800283275388331605e-02 2.556065789138487904e-13 2.902613497007273837e-16 2.558968402635495312e-13
5.756976996632233792e-03 7.829814877398706685e-02 2.332377771971302958e-13 2.900028854777540850e-16 2.335277800826080361e-13
6.628556827950546522e-03 9.015212827414646746e-02 2.113926626112899652e-13 2.896477881787302894e-16 2.116823103994686998e-13
7.632089835876165913e-03 1.038007457343399498e-01 1.901469150763762849e-13 2.896849858915674844e-16 1.904366000622678589e-13
8.787553124273954006e-03 1.195157010851733148e-01 1.695943336953446973e-13 2.892996460232051540e-16 1.698836333413679069e-13
1.011794823862578740e-02 1.376098283767435426e-01 1.498447873992487377e-13 2.893304065339064897e-16 1.501341178057826377e-13
1.164975905257685865e-02 1.584433232950844539e-01 1.310205180886002133e-13 2.881159647575680778e-16 1.313086340533577731e-13
1.341347897639862813e-02 1.824309134959531953e-01 1.132506520229509231e-13 2.876914922390592332e-16 1.135383435151899773e-13
1.544421798238740720e-02 2.100501144941616383e-01 9.666397579728395715e-14 2.866034612622089841e-16 9.695057925854616668e-14
1.778240153111564081e-02 2.418507354565711254e-01 8.138030650311393798e-14 2.861789409809862446e-16 8.166648544409492876e-14
2.047457531190212399e-02 2.784658241284136970e-01 6.750110124751961153e-14 2.840769997141983279e-16 6.778517824723380823e-14
2.357433181728696772e-02 3.206242687711031714e-01 5.510025153363513777e-14 2.832821051029184972e-16 5.538353363873805705e-14
2.714337719661929355e-02 3.691653079754544375e-01 4.421621383473699139e-14 2.806479302513698004e-16 4.449686176498836183e-14
3.125275962636985677e-02 4.250552371938692842e-01 3.484665557906389083e-14 2.783295625093500315e-16 3.512498514157324239e-14
3.598428365005760382e-02 4.894066445646330643e-01 2.694658618069897239e-14 2.757300338630564778e-16 2.722231621456202763e-14
4.143213864273420644e-02 5.635005589515120761e-01 2.043049069067276846e-14 2.724642955829807909e-16 2.070295498625574979e-14
4.770477381749969187e-02 6.488119510946527280e-01 1.517835788069494265e-14 2.713274084068206436e-16 1.544968528910176319e-14
5.492705709937791003e-02 7.470390955183990878e-01 1.104483179352488505e-14 2.644405064330285699e-16 1.130927229995791392e-14
