# R[Mpc/h], R/R200c, rho1h, rho2h, (rho1h+rho2h) 
# rho in [g/cm3]
1.405884348987115340e+00 1.468386015380355403e+01 2.332487520666557743e-32 3.973505812507385935e-30 3.996830687714051587e-30
1.618728771408821432e+00 1.690692902544234499e+01 1.478718982784259976e-32 3.570815838390879861e-30 3.585603028218722187e-30
1.863796860157468815e+00 1.946656029663308374e+01 9.361315107783562142e-33 3.178448617744196564e-30 3.187809932851980453e-30
2.145967130064388773e+00 2.241370796625422912e+01 5.919114994053299562e-33 2.811317422033461020e-30 2.817236537027514443e-30
2.470856680661916105e+00 2.580704023419164983e+01 3.738678880575314229e-33 2.462462994654828222e-30 2.466201673535403454e-30
2.844933014509146041e+00 2.971410739588077732e+01 2.359305211513075795e-33 2.143921372219479843e-30 2.146280677430992790e-30
3.275642784297754240e+00 3.421268655070911535e+01 1.487679227483074555e-33 1.849173934762998649e-30 1.850661613990481862e-30
3.771560031677307023e+00 3.939232989308428046e+01 9.374344901761567042e-34 1.579113342663752111e-30 1.580050777153928333e-30
4.342556868756759947e+00 4.535614740764690822e+01 5.903639517780905986e-34 1.335230703640149899e-30 1.335821067591927952e-30
5.000000000000000888e+00 5.222285945633687021e+01 3.716047342648863615e-34 1.121528283491894605e-30 1.121899888226159548e-30
