# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.551490889957608421e-01 1.333656576942859218e+00 4.044112312254046870e-14 7.012944635914125582e-15 4.745406775845459192e-14
5.240565670773426055e-01 1.535566046973465770e+00 2.440250035757543281e-14 6.435935955404729970e-15 3.083843631298016199e-14
6.033963203196643921e-01 1.768043681847148774e+00 1.439715500562381300e-14 5.873394234056976543e-15 2.027054923968078955e-14
6.947477471865686205e-01 2.035717361086999411e+00 8.314377625309689098e-15 5.330086952274070982e-15 1.364446457758376008e-14
7.999293598030285946e-01 2.343915603884546339e+00 4.705692738060772079e-15 4.807737851998905588e-15 9.513430590059676878e-15
9.210349846633580917e-01 2.698773642722140043e+00 2.613504853427411584e-15 4.311967441947276522e-15 6.925472295374688106e-15
1.060475443960094966e+00 3.107355556053748025e+00 1.426311789644043251e-15 3.846347033144841740e-15 5.272658822788885386e-15
1.221026547274324692e+00 3.577794891311758541e+00 7.659304573042282117e-16 3.409907553287843543e-15 4.175838010592071656e-15
1.405884348987115340e+00 4.119456577590028701e+00 4.052613588521629147e-16 2.994651430305408286e-15 3.399912789157571052e-15
1.618728771408821432e+00 4.743123351162228829e+00 2.115555766351839802e-16 2.632975533734090506e-15 2.844531110369274362e-15
1.863796860157468815e+00 5.461210404966029941e+00 1.090955348678682912e-16 2.290939984361191987e-15 2.400035519229060302e-15
2.145967130064388773e+00 6.288012535031614725e+00 5.564216465122547141e-17 1.985127855237892411e-15 2.040770019889117932e-15
2.470856680661916105e+00 7.239988703742429976e+00 2.809987950469602986e-17 1.706995433534100764e-15 1.735095313038796720e-15
2.844933014509146041e+00 8.336089684664479194e+00 1.406572969467791149e-17 1.458206670951264776e-15 1.472272400645942700e-15
3.275642784297754240e+00 9.598135311295344252e+00 6.985467053868506534e-18 1.236971704349948589e-15 1.243957171403817147e-15
3.771560031677307023e+00 1.105124883953817339e+01 3.444974693882774596e-18 1.044946018041314457e-15 1.048390992735197184e-15
4.342556868756759947e+00 1.272435707065598898e+01 1.688421699595035447e-18 8.719626302223270283e-16 8.736510519219220527e-16
5.000000000000000888e+00 1.465076619054027063e+01 8.229876508499522248e-19 7.297352170768913715e-16 7.305582047277413336e-16
