# R[Mpc], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
2.416400860513061855e-01 1.786710387566023961e+00 2.001442415628505990e-15 6.946293840039124554e-16 2.696071799632418544e-15
2.821869599305631415e-01 2.086517931617369648e+00 1.179167355625924320e-15 6.519716821957610150e-16 1.831139037821685434e-15
3.295375434436236262e-01 2.436632768946696892e+00 6.810450559774769518e-16 6.087272315499153894e-16 1.289772287527392440e-15
3.848334897033505730e-01 2.845496394130018203e+00 3.861873286203343489e-16 5.645114495947752793e-16 9.506987782151095790e-16
4.494080196437306718e-01 3.322966772915486366e+00 2.153322144471232709e-16 5.199221362570469789e-16 7.352543507041702497e-16
5.248180668366125845e-01 3.880556024136653459e+00 1.182421766509159021e-16 4.753694751089539848e-16 5.936116517598698869e-16
6.128818161644512541e-01 4.531707984323638527e+00 6.403753396613756046e-17 4.317156332215829913e-16 4.957531671877205764e-16
7.157225414306788158e-01 5.292122347274074379e+00 3.425420310190146562e-17 3.893095688218217801e-16 4.235637719237232395e-16
8.358197988607614093e-01 6.180133193797937352e+00 1.812143874621066858e-17 3.482716516690716921e-16 3.663930904152823730e-16
9.760692108022782643e-01 7.217151038232611171e+00 9.493196789213011533e-18 3.093515052059989094e-16 3.188447019952119117e-16
1.139852281047596616e+00 8.428179049754808361e+00 4.930272808075867123e-18 2.730556573759552579e-16 2.779859301840311420e-16
1.331117925071608088e+00 9.842415894918188357e+00 2.541095573196880162e-18 2.387167710124661928e-16 2.412578665856630656e-16
1.554477680931142913e+00 1.149395973633905044e+01 1.300982208289235255e-18 2.075704678061188086e-16 2.088714500144080417e-16
1.815316896422285664e+00 1.342263036139272891e+01 6.621984784964003224e-19 1.788426510432167577e-16 1.795048495217131622e-16
2.119924573289651004e+00 1.567492926297365052e+01 3.353493073238501795e-19 1.531284386310327945e-16 1.534637879383566351e-16
2.475644999115283795e+00 1.830516082048567839e+01 1.690782122129606242e-19 1.298985410871427150e-16 1.300676192993556802e-16
2.891054822829829174e+00 2.137674161345956492e+01 8.492062544830796552e-20 1.094864739725442795e-16 1.095713945979925817e-16
3.376169843250778957e+00 2.496372943619349627e+01 4.251059837341870352e-20 9.134043605058814517e-17 9.138294664896156354e-17
3.942686496452824318e+00 2.915260887894588038e+01 2.121949068742042026e-20 7.547451081425124217e-17 7.549573030493866836e-17
4.604263864386632932e+00 3.404437652719504825e+01 1.056565962960801924e-20 6.203824612316820194e-17 6.204881178279781112e-17
5.376853004155713656e+00 3.975697605446480765e+01 5.249648753813782237e-21 5.010336357181688876e-17 5.010861322057070128e-17
6.279081538292701659e+00 4.642814192037478449e+01 2.603540435018546827e-21 4.045546060029094083e-17 4.045806414072596107e-17
7.332702778754716100e+00 5.421872023731006607e+01 1.289169861817983199e-21 3.185668941241146316e-17 3.185797858227328359e-17
8.563120213307023221e+00 6.331654687394754433e+01 6.374761394982262689e-22 2.512211351134814172e-17 2.512275098748764081e-17
1.000000000000000000e+01 7.394097629921638770e+01 3.148537004858420811e-22 1.915369452153403571e-17 1.915400937523452258e-17
