# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
2.821869599305631415e-01 6.035513786929769253e-01 5.147263597605382485e-13 1.715719351420800652e-14 5.318835532747462297e-13
3.295375434436236262e-01 7.048264693926209468e-01 3.399848821010477034e-13 1.603089840608100186e-14 3.560157805071287210e-13
3.848334897033505730e-01 8.230953809305715518e-01 2.180176474585505965e-13 1.487772944638197048e-14 2.328953769049325828e-13
4.494080196437306718e-01 9.612096530555398477e-01 1.357547169806066484e-13 1.371286041844047096e-14 1.494675773990471130e-13
5.248180668366125845e-01 1.122499309961605851e+00 8.212615174875799809e-14 1.254722101146191171e-14 9.467337276021991612e-14
6.128818161644512541e-01 1.310853149319627375e+00 4.831057186777263948e-14 1.140315725075000497e-14 5.971372911852264918e-14
7.157225414306788158e-01 1.530812503697627669e+00 2.766496981601663463e-14 1.029004942718261182e-14 3.795501924319924487e-14
8.358197988607614093e-01 1.787680735018479128e+00 1.544329765181666101e-14 9.211571361591459493e-15 2.465486901340811893e-14
9.760692108022782643e-01 2.087651102036894191e+00 8.416743793826694518e-15 8.187132909446340779e-15 1.660387670327303372e-14
1.139852281047596616e+00 2.437956083803077156e+00 4.486095645443753252e-15 7.230399258954532349e-15 1.171649490439828560e-14
1.331117925071608088e+00 2.847041759398072358e+00 2.342447411165751138e-15 6.324551662098755256e-15 8.666999073264506788e-15
1.554477680931142913e+00 3.324771448348692537e+00 1.200366389815266799e-15 5.501730263532334852e-15 6.702096653347601849e-15
1.815316896422285664e+00 3.882663521623843206e+00 6.047239840077157949e-16 4.742147744239887125e-15 5.346871728247602822e-15
2.119924573289651004e+00 4.534169116988708836e+00 3.000079969639879805e-16 4.061661487873274725e-15 4.361669484837262558e-15
2.475644999115283795e+00 5.294996454613179360e+00 1.468041859620561058e-16 3.446501778431528342e-15 3.593305964393584423e-15
2.891054822829829174e+00 6.183489572393018108e+00 7.096243774368240324e-17 2.905489425595855346e-15 2.976451863339537861e-15
3.376169843250778957e+00 7.221070612536695243e+00 3.393199303039183370e-17 2.424470303973249879e-15 2.458402297003641867e-15
3.942686496452824318e+00 8.432756323232757367e+00 1.607076232652580441e-17 2.003650974380689708e-15 2.019721736707215393e-15
4.604263864386632932e+00 9.847761228586195514e+00 7.547690516429257401e-18 1.647099940575973866e-15 1.654647631092403152e-15
5.376853004155713656e+00 1.150020200963997041e+01 3.518812863383096202e-18 1.330390492770810446e-15 1.333909305634193624e-15
6.279081538292701659e+00 1.342992007956253531e+01 1.630003848747011473e-18 1.074226880138112065e-15 1.075856883986859098e-15
7.332702778754716100e+00 1.568344218581978744e+01 7.508482407060877481e-19 8.459433731530845134e-16 8.466942213937905955e-16
8.563120213307023221e+00 1.831510220006940060e+01 3.441958815208826092e-19 6.671960378176753694e-16 6.675402336991962272e-16
1.000000000000000000e+01 2.138835114285546624e+01 1.571193905500728131e-19 5.084676189458356977e-16 5.086247383363857362e-16
