# R[Mpc], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
2.475644999115283795e+00 8.496503006185246676e+00 1.026661247453457600e-17 9.504407006753087071e-16 9.607073131498433755e-16
2.891054822829829174e+00 9.922204517205953422e+00 4.984527020483190030e-18 8.010898364680234018e-16 8.060743634885066165e-16
3.376169843250778957e+00 1.158713677963663713e+01 2.402824889643042606e-18 6.683190381766500335e-16 6.707218630662931100e-16
3.942686496452824318e+00 1.353144238431959501e+01 1.151103443024795189e-18 5.522313518001727519e-16 5.533824552431975171e-16
4.604263864386632932e+00 1.580199979359375462e+01 5.484661735290526097e-19 4.539209880303068208e-16 4.544694542038358862e-16
5.376853004155713656e+00 1.845355361126144800e+01 2.600982902716613604e-19 3.665959261808892026e-16 3.668560244711608479e-16
6.279081538292701659e+00 2.155003451030009742e+01 1.228426822272400521e-19 2.960042198879529652e-16 2.961270625701802001e-16
7.332702778754716100e+00 2.516610064262735946e+01 5.781277037529008624e-20 2.330887933992735038e-16 2.331466061696487696e-16
8.563120213307023221e+00 2.938893769530350042e+01 2.712498401265059234e-20 1.838132974268923609e-16 1.838404224109050074e-16
1.000000000000000000e+01 3.432036099368699666e+01 1.269311337468055195e-20 1.401436127704859690e-16 1.401563058838606564e-16
