# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 1.035778955490164813e-02 3.133420615222003950e-11 2.702672113076988218e-14 3.136123287335081238e-11
5.838993118688259529e-03 1.209581238717837189e-02 2.954567747049410560e-11 2.701529163062635411e-14 2.957269276212472906e-11
6.818768128017769353e-03 1.412547305873574494e-02 2.780318505883502440e-11 2.705145224260388726e-14 2.783023651107762858e-11
7.962948035485325690e-03 1.649570799763490359e-02 2.610236139980069659e-11 2.699396798003562089e-14 2.612935536778073092e-11
9.299119756734202866e-03 1.926366509721622045e-02 2.443923049130772454e-11 2.698482917623052960e-14 2.446621532048395500e-11
1.085949925388581157e-02 2.249608158867214339e-02 2.281031143357238408e-11 2.690307183749826965e-14 2.283721450540988395e-11
1.268170828316790913e-02 2.627089311874125990e-02 2.121274482312435574e-11 2.688935043376283311e-14 2.123963417355811961e-11
1.480968147972586656e-02 3.067911282842499671e-02 1.964444183680730258e-11 2.681107256880331296e-14 1.967125290937610625e-11
1.729472565001686016e-02 3.582702573852685618e-02 1.810425339390766017e-11 2.672722738294784138e-14 1.813098062129060822e-11
2.019675681200996942e-02 4.183875135006512314e-02 1.659215310116845715e-11 2.665061032566136060e-14 1.661880371149411803e-11
2.358574480902929024e-02 4.885923624550787825e-02 1.510942265629457422e-11 2.649203620145318468e-14 1.513591469249602686e-11
2.754340032781188788e-02 5.705774884437692790e-02 1.365882204807238940e-11 2.631212318792283921e-14 1.368513417126031146e-11
3.216514499587391773e-02 6.663196057403197869e-02 1.224471964164039333e-11 2.619239149549055092e-14 1.227091203313588418e-11
3.756241205850358728e-02 7.781271185529604895e-02 1.087315002789912142e-11 2.588045212052283800e-14 1.089903048001964470e-11
4.386533310618707243e-02 9.086957781390919697e-02 9.551762033911608157e-12 2.560692839642978125e-14 9.577368962308037775e-12
5.122587563119895132e-02 1.061173679107046824e-01 8.289618018710008402e-12 2.527084869522308854e-14 8.314888867405231999e-12
5.982150706187026185e-02 1.239237162007830184e-01 7.096811578207788270e-12 2.487236033113366419e-14 7.121683938538922142e-12
6.985947361676432543e-02 1.447179452277297662e-01 5.983887029509966980e-12 2.440210064885704560e-14 6.008289130158824111e-12
8.158179714469422639e-02 1.690014172670838144e-01 4.961072206633330203e-12 2.392620909430363510e-14 4.984998415727633462e-12
9.527111042761822468e-02 1.973596224942131272e-01 4.037374884635447877e-12 2.329152869141372895e-14 4.060666413326861385e-12
1.112574716393304325e-01 2.304762955301246641e-01 3.219636747506874345e-12 2.260600117601712481e-14 3.242242748682891477e-12
1.299263222609410018e-01 2.691499007242320607e-01 2.511676402500150169e-12 2.185952736094867872e-14 2.533535929861098725e-12
1.517277803236215528e-01 3.143128836448838559e-01 1.913670380817357359e-12 2.104874230100637364e-14 1.934719123118363590e-12
1.771874930446940555e-01 3.670541529435081274e-01 1.421905383801885820e-12 2.019349596996787798e-14 1.442098879771853736e-12
2.069193105211186157e-01 4.286453346446186807e-01 1.028980833490652342e-12 1.922218866444420204e-14 1.048203022155096507e-12
2.416400860513061855e-01 5.005714318695509979e-01 7.244557553267689950e-13 1.822963612411491704e-14 7.426853914508839057e-13
2.821869599305631415e-01 5.845666292196474156e-01 4.958397944015797385e-13 1.716190682406498153e-14 5.130017012256446885e-13
3.295375434436236262e-01 6.826561050856626567e-01 3.297540809977276005e-13 1.607063169621784532e-14 3.458247126939454585e-13
3.848334897033505730e-01 7.972048600051432343e-01 2.130588755211536841e-13 1.494907839226711902e-14 2.280079539134207937e-13
4.494080196437306718e-01 9.309747383509737739e-01 1.337706622127209894e-13 1.380965935020979417e-14 1.475803215629307883e-13
5.248180668366125845e-01 1.087191018180788227e+00 8.166021823554514569e-14 1.266473892771372980e-14 9.432495716325887234e-14
6.128818161644512541e-01 1.269620174771461274e+00 4.850871146747040061e-14 1.153530487137394505e-14 6.004401633884434566e-14
7.157225414306788158e-01 1.482660692767669541e+00 2.807227209007296975e-14 1.043112572955614143e-14 3.850339781962911275e-14
8.358197988607614093e-01 1.731449116483998463e+00 1.584785167130436596e-14 9.357420739828867249e-15 2.520527241113323164e-14
9.760692108022782643e-01 2.021983895301787015e+00 8.740956137830521133e-15 8.330831129959690310e-15 1.707178726779020986e-14
1.139852281047596616e+00 2.361270010153122989e+00 4.717964156721540513e-15 7.371238364548094467e-15 1.208920252126963419e-14
1.331117925071608088e+00 2.757487868129811837e+00 2.496301462375619600e-15 6.454056490711669722e-15 8.950357953087288533e-15
1.554477680931142913e+00 3.220190537375266171e+00 1.296979971046415935e-15 5.625997781927772443e-15 6.922977752974188574e-15
1.815316896422285664e+00 3.760534077719845936e+00 6.628275258727229494e-16 4.855662782995950137e-15 5.518490308868672692e-15
2.119924573289651004e+00 4.391546520479776561e+00 3.337427395068281980e-16 4.163335082267555055e-15 4.497077821774382957e-15
2.475644999115283795e+00 5.128441982696157808e+00 1.658231420188555918e-16 3.536189958383533272e-15 3.702013100402389086e-15
2.891054822829829174e+00 5.988987489310968471e+00 8.142089679693863737e-17 2.983096807634147060e-15 3.064517704431085710e-15
3.376169843250778957e+00 6.993931347599371406e+00 3.956144420824853050e-17 2.491016736846114175e-15 2.530578181054362816e-15
3.942686496452824318e+00 8.167503402242168420e+00 1.904549914145495509e-17 2.059748239991353210e-15 2.078793739132808085e-15
4.604263864386632932e+00 9.537999232510994574e+00 9.094628994846531007e-18 1.693745233383456600e-15 1.702839862378303120e-15
5.376853004155713656e+00 1.113846237693712204e+01 4.312107225814029510e-18 1.368603799689480385e-15 1.372915906915294502e-15
6.279081538292701659e+00 1.300748103434078473e+01 2.031883656419805665e-18 1.104264181719605305e-15 1.106296065376025114e-15
7.332702778754716100e+00 1.519011845019677942e+01 9.522736391259100748e-19 8.704871609907955798e-16 8.714394346299215055e-16
8.563120213307023221e+00 1.773899942055173540e+01 4.442083161319482515e-19 6.864481244359365313e-16 6.868923327520684517e-16
1.000000000000000000e+01 2.071557910980330064e+01 2.063692129078120485e-19 5.241888723085881767e-16 5.243952415214960162e-16
