# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 5.521619470785107259e-02 1.512246129324716709e-13 2.908909804885494478e-16 1.515155039129602141e-13
5.756976996632233792e-03 6.357567255493302982e-02 1.385631622081591287e-13 2.906215463092310242e-16 1.388537837544683527e-13
6.628556827950546522e-03 7.320073688883463325e-02 1.261847853630414264e-13 2.905407652166697137e-16 1.264753261282581084e-13
7.632089835876165913e-03 8.428299168110992001e-02 1.141257285665342053e-13 2.909071839036549602e-16 1.144166357504378633e-13
8.787553124273954006e-03 9.704304886309915446e-02 1.024321266443205668e-13 2.903789647656422796e-16 1.027225056090862072e-13
1.011794823862578740e-02 1.117349199975840868e-01 9.115916934450966011e-14 2.910909075057156395e-16 9.145026025201538171e-14
1.164975905257685865e-02 1.286510728293269179e-01 8.036945169888828368e-14 2.894265354842467376e-16 8.065887823437252544e-14
1.341347897639862813e-02 1.481282533740987395e-01 7.013041693374404660e-14 2.893415691331872594e-16 7.041975850287722868e-14
1.544421798238740720e-02 1.705541894451996221e-01 6.051089156187352212e-14 2.884799155039915191e-16 6.079937147737750752e-14
1.778240153111564081e-02 1.963753090630540876e-01 5.157684020499284001e-14 2.881822874970506100e-16 5.186502249248989348e-14
2.047457531190212399e-02 2.261056273965097174e-01 4.338661987439514462e-14 2.869701588381448799e-16 4.367359003323329211e-14
2.357433181728696772e-02 2.603369791461612182e-01 3.598616471507196318e-14 2.862557027897483402e-16 3.627242041786170984e-14
2.714337719661929355e-02 2.997508000634351855e-01 2.940464670431310574e-14 2.845019918310002225e-16 2.968914869614410734e-14
3.125275962636985677e-02 3.451316921374610880e-01 2.365119612288501079e-14 2.833562660613976706e-16 2.393455238894640797e-14
3.598428365005760382e-02 3.973830424888246116e-01 1.871319707034255199e-14 2.816313809270067702e-16 1.899482845126955777e-14
4.143213864273420644e-02 4.575450068919785784e-01 1.455648956862846363e-14 2.793643747208885070e-16 1.483585394334935347e-14
4.770477381749969187e-02 5.268152159202118545e-01 1.112753462698761743e-14 2.767902035422337788e-16 1.140432483052985087e-14
5.492705709937791003e-02 6.065726159057009959e-01 8.357287310101357045e-15 2.738221872118055252e-16 8.631109497313162669e-15
6.324276084276478360e-02 6.984049193112321641e-01 6.166248777113265069e-15 2.702834804984733080e-16 6.436532257611738672e-15
7.281742387506216774e-02 8.041402109619113503e-01 4.469999901894525666e-15 2.663083658638041023e-16 4.736308267758329621e-15
8.384164684055039896e-02 9.258833393149437097e-01 3.184496171037133848e-15 2.620321948159228963e-16 3.446528365853056744e-15
9.653488644416247100e-02 1.066057817200233737e+00 2.230523274747138137e-15 2.565580923136332580e-16 2.487081367060771247e-15
1.111498241263097070e-01 1.227454066140344136e+00 1.536932444404252109e-15 2.507266683774146263e-16 1.787659112781666834e-15
1.279773961349767730e-01 1.413284964638533259e+00 1.042529054583741346e-15 2.443464725017849069e-16 1.286875527085526302e-15
1.473525851275904741e-01 1.627249806222047512e+00 6.967135871586969430e-16 2.368965005229213523e-16 9.336100876816182460e-16
1.696610885947663627e-01 1.873607940438918540e+00 4.591278113431185489e-16 2.297344176266841895e-16 6.888622289698027877e-16
1.953469968527308254e-01 2.157263562762871789e+00 2.986268896202348176e-16 2.210008987849668293e-16 5.196277884052016469e-16
2.249216334484722968e-01 2.483863341299751504e+00 1.918911853280089380e-16 2.125352690138737137e-16 4.044264543418826271e-16
