# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.494080196437306718e-01 9.212701913800959153e-01 1.331291537966355437e-13 1.385039734725330316e-14 1.469795511438888421e-13
5.248180668366125845e-01 1.075858061584199721e+00 8.151172295327235774e-14 1.271189711859990547e-14 9.422362007187226479e-14
6.128818161644512541e-01 1.256385563655086468e+00 4.857795244446131370e-14 1.158690249376863954e-14 6.016485493822995324e-14
7.157225414306788158e-01 1.467205332120264272e+00 2.821100813841317670e-14 1.048529177308097368e-14 3.869629991149414723e-14
8.358197988607614093e-01 1.713400367590589335e+00 1.598608646327998350e-14 9.412725745382783897e-15 2.539881220866276898e-14
9.760692108022782643e-01 2.000906591183877037e+00 8.852516710276430595e-15 8.386193516004179758e-15 1.723871022628061035e-14
1.139852281047596616e+00 2.336655963412128223e+00 4.798427483217621455e-15 7.424063919261022189e-15 1.222249140247864364e-14
1.331117925071608088e+00 2.728743618221063816e+00 2.550189641015417217e-15 6.503969784452799430e-15 9.054159425468217041e-15
1.554477680931142913e+00 3.186623041891459174e+00 1.331153525213332150e-15 5.672478610016445069e-15 7.003632135229777219e-15
1.815316896422285664e+00 3.721334002691536025e+00 6.835910631118179732e-16 4.902347544504266518e-15 5.585938607616084886e-15
2.119924573289651004e+00 4.345768726811304106e+00 3.459260436464730550e-16 4.201276944231027128e-15 4.547202987877499986e-15
2.475644999115283795e+00 5.074982738252368897e+00 1.727666552499208533e-16 3.569653651945192219e-15 3.742420307195113269e-15
2.891054822829829174e+00 5.926557857223457404e+00 8.528155224993376171e-17 3.012087994832106307e-15 3.097369547082039958e-15
3.376169843250778957e+00 6.921026109167128126e+00 4.166299432209358773e-17 2.515910378480433631e-15 2.557573372802527416e-15
3.942686496452824318e+00 8.082364765137729279e+00 2.016872901334274029e-17 2.080727101809663009e-15 2.100895830823005805e-15
4.604263864386632932e+00 9.438574449273529510e+00 9.685501932840698526e-18 1.711203141010698162e-15 1.720888642943538910e-15
5.376853004155713656e+00 1.102235425190699658e+01 4.618657067975379345e-18 1.382921007909242512e-15 1.387539664977217818e-15
6.279081538292701659e+00 1.287189012572584623e+01 2.189008487585083253e-18 1.115889237674116012e-15 1.118078246161701159e-15
7.332702778754716100e+00 1.503177557372491613e+01 1.031958114797295415e-18 8.796964162318041647e-16 8.807283743466014139e-16
8.563120213307023221e+00 1.755408682732922898e+01 4.842439763879578902e-19 6.937085784884678052e-16 6.941928224648557833e-16
1.000000000000000000e+01 2.049963843792630058e+01 2.263194669837010302e-19 5.297645228763618185e-16 5.299908423433455419e-16
