# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
4.999999999999999237e-03 3.156411891644620576e-02 2.484907676068080034e-12 1.965740424628148907e-15 2.486873416492708158e-12
5.756976996632233792e-03 3.634278130418903963e-02 2.319220400439120739e-12 1.963990024266742928e-15 2.321184390463387589e-12
6.628556827950546522e-03 4.184491119237050694e-02 2.156253377392601095e-12 1.961585194563830195e-15 2.158214962587164951e-12
7.632089835876165913e-03 4.818003823211915171e-02 1.995976889371507408e-12 1.961837109081224425e-15 1.997938726480588610e-12
8.787553124273954006e-03 5.547427435983430521e-02 1.838459796424049855e-12 1.959227467262767980e-15 1.840419023891312811e-12
1.011794823862578740e-02 6.387282427888636704e-02 1.683882207154268102e-12 1.959435787038823350e-15 1.685841642941306908e-12
1.164975905257685865e-02 7.354287601669634578e-02 1.532546225950314211e-12 1.951211208411435480e-15 1.534497437158725706e-12
1.341347897639862813e-02 8.467692909885950192e-02 1.384883063053882847e-12 1.948336548076404741e-15 1.386831399601959174e-12
1.544421798238740720e-02 9.749662659351862604e-02 1.241454443302082170e-12 1.940968062824589852e-15 1.243395411364906766e-12
1.778240153111564081e-02 1.122571673096258577e-01 1.102946035838694169e-12 1.938093079025560100e-15 1.104884128917719830e-12
2.047457531190212399e-02 1.292523859817224785e-01 9.701506738022540315e-13 1.923858076940098496e-15 9.720745318791941529e-13
2.357433181728696772e-02 1.488206025713214864e-01 8.439395785970417393e-13 1.918474802617412593e-15 8.458580533996591827e-13
2.714337719661929355e-02 1.713513571256091716e-01 7.252207709539535275e-13 1.900635348633729304e-15 7.271214063025873002e-13
3.125275962636985677e-02 1.972931642627694382e-01 6.148853985543740345e-13 1.884934638930758204e-15 6.167703331933048397e-13
3.598428365005760382e-02 2.271624416507098676e-01 5.137447684679420299e-13 1.867329819859031687e-15 5.156120982878010198e-13
4.143213864273420644e-02 2.615537902163897477e-01 4.224631899781622026e-13 1.845213221283231823e-15 4.243084031994454206e-13
4.770477381749969187e-02 3.011518307315459997e-01 3.414938546685954552e-13 1.837513866606064644e-15 3.433313685352015258e-13
5.492705709937791003e-02 3.467448324030391049e-01 2.710262996118510936e-13 1.790873617656997509e-15 2.728171732295080773e-13
6.324276084276478360e-02 3.992404047690791269e-01 2.109539026271518832e-13 1.756901893397625562e-15 2.127108045205495113e-13
7.281742387506216774e-02 4.596835652763463509e-01 1.608679468278510094e-13 1.719399051007844617e-15 1.625873458788588617e-13
8.384164684055039896e-02 5.292775422051639866e-01 1.200811111917755317e-13 1.675286875733879493e-15 1.217563980675094116e-13
9.653488644416247100e-02 6.094077270618351028e-01 8.767841451633427060e-14 1.631613335457595425e-15 8.931002785179186268e-14
1.111498241263097070e-01 7.016692532529843485e-01 6.258877656622086321e-14 1.579653942577781706e-15 6.416843050879864650e-14
1.279773961349767730e-01 8.078987500443101100e-01 4.366675614753971668e-14 1.525090744168764407e-15 4.519184689170847853e-14
1.473525851275904741e-01 9.302109039226058584e-01 2.977269624156324097e-14 1.465451226916944183e-15 3.123814746848018239e-14
1.696610885947663627e-01 1.071040555179784359e+00 1.984078694342008837e-14 1.402725944926809049e-15 2.124351288834689761e-14
1.953469968527308254e-01 1.233191167726047865e+00 1.292796329212337428e-14 1.335462320123978156e-15 1.426342561224735184e-14
2.249216334484722968e-01 1.419890637009781020e+00 8.240983477271307467e-15 1.266894397078263876e-15 9.507877874349571343e-15
2.589737339615604816e-01 1.634855546999760101e+00 5.143205995485645787e-15 1.197652104880406775e-15 6.340858100366052563e-15
2.981811658297320866e-01 1.882365155378846300e+00 3.145518628824477869e-15 1.116601885515363516e-15 4.262120514339841582e-15
3.433244225021500617e-01 2.167346579755617064e+00 1.887154970719442921e-15 1.046326408212375358e-15 2.933481378931818279e-15
3.953021605453848064e-01 2.495472880676527616e+00 1.111924293004573527e-15 9.713172619581441390e-16 2.083241554962717666e-15
4.551490889957608421e-01 2.873275993954870877e+00 6.441967148609024201e-16 8.965452014250800065e-16 1.540741916285982427e-15
5.240565670773426055e-01 3.308276760434762487e+00 3.674306532654349585e-16 8.227795593804982726e-16 1.190210212645933182e-15
6.033963203196643921e-01 3.809134641663191267e+00 2.065791924642507650e-16 7.508633947650057491e-16 9.574425872292565880e-16
6.947477471865686205e-01 4.385820101825991912e+00 1.146265711677449577e-16 6.814061893156322596e-16 7.960327604833772173e-16
7.999293598030285946e-01 5.049813087515897081e+00 6.284762488474176101e-17 6.146283087485821203e-16 6.774759336333238813e-16
9.210349846633580917e-01 5.814331556424289893e+00 3.408726081319698981e-17 5.512482872004158191e-16 5.853355480136128151e-16
1.060475443960094966e+00 6.694594604225505563e+00 1.830891250884205892e-17 4.917226863480157116e-16 5.100315988568577520e-16
