# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
8.384164684055039896e-02 9.258833393149440427e-02 2.482200986174022278e-11 1.106867126001903599e-13 2.493269657434041213e-11
9.653488644416247100e-02 1.066057817200234265e-01 2.156125728090543687e-11 1.083743615898857748e-13 2.166963164249532329e-11
1.111498241263097070e-01 1.227454066140344635e-01 1.849780850705582706e-11 1.059110721237514844e-13 1.860371957917957720e-11
1.279773961349767730e-01 1.413284964638533703e-01 1.565477664129267535e-11 1.032159723566605312e-13 1.575799261364933664e-11
1.473525851275904741e-01 1.627249806222048067e-01 1.305302131994713452e-11 1.000689815531709607e-13 1.315309030150030512e-11
1.696610885947663627e-01 1.873607940438919151e-01 1.070939190017816913e-11 9.704359983734207304e-14 1.080643550001551122e-11
1.953469968527308254e-01 2.157263562762872233e-01 8.635069867896202190e-12 9.335441770954376318e-14 8.728424285605745625e-12
2.249216334484722968e-01 2.483863341299752392e-01 6.834236093038905114e-12 8.977839633511044316e-14 6.924014489374015506e-12
2.589737339615604816e-01 2.859908823728151139e-01 5.303282090599540661e-12 8.572457093518167584e-14 5.389006661534722198e-12
2.981811658297320866e-01 3.292885862133704822e-01 4.030729781870852977e-12 8.135745665078791614e-14 4.112087238521640880e-12
3.433244225021500617e-01 3.791413632167850989e-01 2.997923818846300500e-12 7.712008258754109193e-14 3.075043901433841681e-12
3.953021605453848064e-01 4.365416213021636738e-01 2.180431986753618299e-12 7.256393649014020125e-14 2.252995923243758500e-12
4.551490889957608421e-01 5.026320143818195918e-01 1.549962794223966805e-12 6.789263688424589561e-14 1.617855431108212764e-12
5.240565670773426055e-01 5.787281889134116009e-01 1.076519140088655111e-12 6.316516775380974818e-14 1.139684307842464960e-12
6.033963203196643921e-01 6.663449741754295941e-01 7.304785019813308941e-13 5.841417176289998564e-14 7.888926737442308924e-13
6.947477471865686205e-01 7.672265376298896822e-01 4.843303393407414255e-13 5.420034524346294132e-14 5.385306845842044173e-13
7.999293598030285946e-01 8.833811056682141505e-01 3.138956082342987959e-13 4.901661149763748473e-14 3.629122197319362743e-13
9.210349846633580917e-01 1.017120940918292638e+00 1.989711662593625103e-13 4.450609433838581761e-14 2.434772605977483090e-13
1.060475443960094966e+00 1.171108371931908865e+00 1.234497576008336301e-13 4.013468887700723526e-14 1.635844464778408591e-13
1.221026547274324692e+00 1.348408791555085529e+00 7.503939460390020711e-14 3.594955996391840263e-14 1.109889545678186097e-13
1.405884348987115340e+00 1.552551679007861063e+00 4.473501680565858281e-14 3.192636769498440675e-14 7.666138450064298956e-14
1.618728771408821432e+00 1.787600860426201699e+00 2.618589807194696721e-14 2.826556485393073064e-14 5.445146292587770101e-14
1.863796860157468815e+00 2.058235406526726763e+00 1.506882198626051356e-14 2.480242890998614010e-14 3.987125089624665367e-14
2.145967130064388773e+00 2.369842777805674316e+00 8.535482823656865593e-15 2.161660685762330310e-14 3.015208968128016870e-14
2.470856680661916105e+00 2.728626071492460614e+00 4.764983821281452945e-15 1.870033266970950376e-14 2.346531649099095670e-14
2.844933014509146041e+00 3.141727505198615766e+00 2.624938513189695058e-15 1.606617010358057624e-14 1.869110861677027050e-14
3.275642784297754240e+00 3.617370595423046176e+00 1.428646439175015086e-15 1.368825301521181484e-14 1.511689945438683111e-14
3.771560031677307023e+00 4.165023861228864810e+00 7.690932418312008133e-16 1.159274696853219830e-14 1.236184021036339872e-14
4.342556868756759947e+00 4.795589311903789564e+00 4.099725791085520854e-16 9.710403205511048934e-15 1.012037578461960156e-14
5.000000000000000888e+00 5.521619470785111616e+00 2.166178679730011437e-16 8.114058097357250789e-15 8.330675965330251735e-15
