# R[Mpc/h], R/R200c, rho1h, rho2h, (rho1h+rho2h) 
# rho in [g/cm3]
6.033963203196643921e-01 7.110139379326330555e+00 2.994973564705800427e-31 5.290329105717486698e-30 5.589826462188066916e-30
6.947477471865686205e-01 8.186581769926135621e+00 1.920036752724998334e-31 4.908366575834439756e-30 5.100370251106939765e-30
7.999293598030285946e-01 9.425992586102713844e+00 1.227713639040345388e-31 4.528212523697553561e-30 4.650983887601588056e-30
9.210349846633580917e-01 1.085304449772387336e+01 7.832744702029382346e-32 4.152252646807679136e-30 4.230580093827973190e-30
1.060475443960094966e+00 1.249614550336447394e+01 4.987670644084826317e-32 3.779419191833035157e-30 3.829295898273883300e-30
1.221026547274324692e+00 1.438800444188772509e+01 3.170790593019998198e-32 3.419748576307525535e-30 3.451456482237725834e-30
1.405884348987115340e+00 1.656628211987802501e+01 2.012918436308350037e-32 3.068491028748583843e-30 3.088620213111667475e-30
1.618728771408821432e+00 1.907434101677153748e+01 1.276327682559726784e-32 2.741454884587985262e-30 2.754218161413582426e-30
1.863796860157468815e+00 2.196210849189449021e+01 8.084473390275500706e-33 2.424554839201043566e-30 2.432639312591319111e-30
2.145967130064388773e+00 2.528707067707562928e+01 5.116349007333933751e-33 2.132227060818910918e-30 2.137343409826245002e-30
2.470856680661916105e+00 2.911541684002758146e+01 3.235515326806304861e-33 1.858005481250761533e-30 1.861240996577567790e-30
2.844933014509146041e+00 3.352335699907951749e+01 2.044793985994680212e-33 1.608002953524557128e-30 1.610047747510551857e-30
3.275642784297754240e+00 3.859863901871823799e+01 1.291574401782136192e-33 1.377867952646408802e-30 1.379159527048191019e-30
3.771560031677307023e+00 4.444229538641446453e+01 8.154326016590274079e-34 1.172886701179317300e-30 1.173702133780976281e-30
4.342556868756759947e+00 5.117065444342458846e+01 5.146184580385867713e-34 9.873145792151016609e-31 9.878291976731402674e-31
5.000000000000000888e+00 5.891765610668255704e+01 3.246659745109380309e-34 8.268521339149631400e-31 8.271767998894739952e-31
